x,uh
-1.0,33.664
-0.99687,33.701
-0.99375,33.815
-0.99063,34.006
-0.9875,34.274
-0.98438,34.622
-0.98125,35.052
-0.97812,35.567
-0.975,36.17
-0.97188,36.865
-0.96875,37.656
-0.96562,38.549
-0.9625,39.547
-0.95938,40.659
-0.95625,41.889
-0.95312,43.246
-0.95,44.736
-0.94687,46.367
-0.94375,48.15
-0.94063,50.092
-0.9375,52.204
-0.93437,54.495
-0.93125,56.977
-0.92813,59.661
-0.925,62.558
-0.92188,65.681
-0.91875,69.042
-0.91562,72.653
-0.9125,76.529
-0.90938,80.682
-0.90625,85.126
-0.90312,89.874
-0.9,94.939
-0.89688,100.34
-0.89375,106.08
-0.89062,112.17
-0.8875,118.64
-0.88437,125.49
-0.88125,132.73
-0.87813,140.37
-0.875,148.42
-0.87187,156.9
-0.86875,165.8
-0.86563,175.13
-0.8625,184.9
-0.85938,195.11
-0.85625,205.75
-0.85312,216.84
-0.85,228.35
-0.84688,240.3
-0.84375,252.67
-0.84062,265.46
-0.8375,278.64
-0.83438,292.21
-0.83125,306.15
-0.82812,320.44
-0.825,335.06
-0.82187,350.0
-0.81875,365.21
-0.81563,380.69
-0.8125,396.39
-0.80937,412.29
-0.80625,428.37
-0.80313,444.58
-0.8,460.9
-0.79688,477.29
-0.79375,493.71
-0.79062,510.14
-0.7875,526.54
-0.78438,542.88
-0.78125,559.12
-0.77812,575.23
-0.775,591.18
-0.77188,606.94
-0.76875,622.48
-0.76562,637.78
-0.7625,652.8
-0.75937,667.53
-0.75625,681.95
-0.75313,696.03
-0.75,709.75
-0.74687,723.11
-0.74375,736.09
-0.74063,748.68
-0.7375,760.86
-0.73438,772.65
-0.73125,784.02
-0.72812,794.97
-0.725,805.52
-0.72188,815.65
-0.71875,825.38
-0.71562,834.7
-0.7125,843.62
-0.70938,852.15
-0.70625,860.3
-0.70312,868.07
-0.7,875.48
-0.69687,882.54
-0.69375,889.26
-0.69063,895.65
-0.6875,901.72
-0.68437,907.49
-0.68125,912.97
-0.67813,918.17
-0.675,923.1
-0.67188,927.79
-0.66875,932.24
-0.66562,936.45
-0.6625,940.46
-0.65938,944.26
-0.65625,947.87
-0.65312,951.31
-0.65,954.57
-0.64688,957.67
-0.64375,960.62
-0.64062,963.44
-0.6375,966.12
-0.63437,968.68
-0.63125,971.12
-0.62813,973.45
-0.625,975.68
-0.62187,977.82
-0.61875,979.86
-0.61563,981.82
-0.6125,983.7
-0.60938,985.5
-0.60625,987.23
-0.60312,988.88
-0.6,990.47
-0.59688,991.99
-0.59375,993.45
-0.59062,994.84
-0.5875,996.17
-0.58438,997.44
-0.58125,998.65
-0.57812,999.79
-0.575,1000.9
-0.57187,1001.9
-0.56875,1002.8
-0.56563,1003.7
-0.5625,1004.6
-0.55937,1005.3
-0.55625,1006.0
-0.55313,1006.6
-0.55,1007.2
-0.54688,1007.8
-0.54375,1008.2
-0.54062,1008.7
-0.5375,1009.1
-0.53438,1009.5
-0.53125,1009.9
-0.52812,1010.4
-0.525,1010.8
-0.52188,1011.2
-0.51875,1011.7
-0.51562,1012.2
-0.5125,1012.7
-0.50937,1013.3
-0.50625,1013.9
-0.50313,1014.6
-0.5,1015.3
-0.49687,1016.0
-0.49375,1016.8
-0.49062,1017.6
-0.4875,1018.5
-0.48438,1019.4
-0.48125,1020.3
-0.47813,1021.3
-0.475,1022.3
-0.47188,1023.3
-0.46875,1024.3
-0.46562,1025.4
-0.4625,1026.5
-0.45937,1027.7
-0.45625,1028.8
-0.45312,1030.0
-0.45,1031.2
-0.44688,1032.4
-0.44375,1033.6
-0.44063,1034.8
-0.4375,1036.1
-0.43437,1037.4
-0.43125,1038.6
-0.42812,1039.9
-0.425,1041.2
-0.42188,1042.6
-0.41875,1043.9
-0.41563,1045.2
-0.4125,1046.6
-0.40938,1047.9
-0.40625,1049.3
-0.40312,1050.7
-0.4,1052.0
-0.39687,1053.4
-0.39375,1054.8
-0.39062,1056.2
-0.3875,1057.6
-0.38438,1059.1
-0.38125,1060.5
-0.37813,1061.9
-0.375,1063.4
-0.37187,1064.8
-0.36875,1066.3
-0.36562,1067.7
-0.3625,1069.2
-0.35938,1070.7
-0.35625,1072.2
-0.35313,1073.7
-0.35,1075.2
-0.34688,1076.7
-0.34375,1078.2
-0.34062,1079.7
-0.3375,1081.3
-0.33437,1082.8
-0.33125,1084.4
-0.32812,1085.9
-0.325,1087.5
-0.32188,1089.0
-0.31875,1090.6
-0.31563,1092.2
-0.3125,1093.8
-0.30937,1095.4
-0.30625,1097.0
-0.30312,1098.6
-0.3,1100.3
-0.29688,1101.9
-0.29375,1103.5
-0.29063,1105.2
-0.2875,1106.9
-0.28438,1108.5
-0.28125,1110.2
-0.27812,1111.9
-0.275,1113.6
-0.27187,1115.3
-0.26875,1117.0
-0.26562,1118.7
-0.2625,1120.4
-0.25938,1122.2
-0.25625,1123.9
-0.25313,1125.6
-0.25,1127.4
-0.24688,1129.2
-0.24375,1130.9
-0.24062,1132.7
-0.2375,1134.5
-0.23438,1136.2
-0.23125,1138.0
-0.22813,1139.8
-0.225,1141.6
-0.22187,1143.4
-0.21875,1145.2
-0.21563,1146.9
-0.2125,1148.7
-0.20937,1150.5
-0.20625,1152.2
-0.20312,1154.0
-0.2,1155.7
-0.19688,1157.4
-0.19375,1159.1
-0.19062,1160.7
-0.1875,1162.3
-0.18438,1163.9
-0.18125,1165.4
-0.17812,1166.8
-0.175,1168.1
-0.17188,1169.4
-0.16875,1170.6
-0.16563,1171.6
-0.1625,1172.5
-0.15937,1173.2
-0.15625,1173.7
-0.15313,1174.0
-0.15,1174.1
-0.14687,1173.9
-0.14375,1173.6
-0.14062,1173.1
-0.1375,1172.7
-0.13438,1172.2
-0.13125,1171.7
-0.12812,1171.4
-0.125,1171.2
-0.12188,1171.0
-0.11875,1171.1
-0.11563,1171.2
-0.1125,1171.5
-0.10938,1172.0
-0.10625,1172.6
-0.10312,1173.3
-0.1,1174.2
-0.096875,1175.1
-0.09375,1176.2
-0.090625,1177.4
-0.0875,1178.7
-0.084375,1180.0
-0.08125,1181.4
-0.078125,1183.0
-0.075,1184.5
-0.071875,1186.2
-0.06875,1187.8
-0.065625,1189.6
-0.0625,1191.4
-0.059375,1193.2
-0.05625,1195.0
-0.053125,1196.9
-0.05,1198.8
-0.046875,1200.8
-0.04375,1202.7
-0.040625,1204.7
-0.0375,1206.7
-0.034375,1208.7
-0.03125,1210.8
-0.028125,1212.9
-0.025,1214.9
-0.021875,1217.1
-0.01875,1219.2
-0.015625,1221.3
-0.0125,1223.5
-0.009375,1225.6
-0.00625,1227.8
-0.003125,1230.0
0.0,1232.2
0.003125,1234.4
0.00625,1236.7
0.009375,1238.9
0.0125,1241.2
0.015625,1243.5
0.01875,1245.8
0.021875,1248.1
0.025,1250.4
0.028125,1252.7
0.03125,1255.1
0.034375,1257.4
0.0375,1259.8
0.040625,1262.2
0.04375,1264.6
0.046875,1267.1
0.05,1269.5
0.053125,1272.0
0.05625,1274.5
0.059375,1277.0
0.0625,1279.5
0.065625,1282.0
0.06875,1284.5
0.071875,1287.1
0.075,1289.7
0.078125,1292.3
0.08125,1294.9
0.084375,1297.5
0.0875,1300.2
0.090625,1302.8
0.09375,1305.5
0.096875,1308.2
0.1,1310.9
0.10312,1313.7
0.10625,1316.4
0.10938,1319.2
0.1125,1322.0
0.11563,1324.8
0.11875,1327.6
0.12188,1330.5
0.125,1333.4
0.12812,1336.3
0.13125,1339.2
0.13438,1342.1
0.1375,1345.1
0.14062,1348.1
0.14375,1351.1
0.14687,1354.1
0.15,1357.1
0.15313,1360.2
0.15625,1363.3
0.15937,1366.4
0.1625,1369.5
0.16563,1372.7
0.16875,1375.8
0.17188,1379.0
0.175,1382.2
0.17812,1385.5
0.18125,1388.7
0.18438,1392.0
0.1875,1395.3
0.19062,1398.6
0.19375,1401.9
0.19688,1405.2
0.2,1408.6
0.20312,1411.9
0.20625,1415.3
0.20937,1418.6
0.2125,1421.9
0.21563,1425.3
0.21875,1428.5
0.22187,1431.8
0.225,1435.0
0.22813,1438.1
0.23125,1441.2
0.23438,1444.1
0.2375,1446.9
0.24062,1449.5
0.24375,1451.9
0.24688,1453.9
0.25,1452.0
0.25313,1446.4
0.25625,1440.0
0.25938,1433.8
0.2625,1428.1
0.26562,1423.2
0.26875,1419.1
0.27187,1415.7
0.275,1413.2
0.27812,1411.3
0.28125,1410.1
0.28438,1409.5
0.2875,1409.4
0.29063,1409.8
0.29375,1410.6
0.29688,1411.9
0.3,1413.4
0.30312,1415.3
0.30625,1417.3
0.30937,1419.6
0.3125,1422.1
0.31563,1424.8
0.31875,1427.5
0.32188,1430.4
0.325,1433.4
0.32812,1436.5
0.33125,1439.6
