x,uh
-1.0,33.733
-0.99687,33.77
-0.99375,33.884
-0.99063,34.075
-0.9875,34.343
-0.98438,34.691
-0.98125,35.121
-0.97812,35.635
-0.975,36.238
-0.97188,36.932
-0.96875,37.723
-0.96562,38.614
-0.9625,39.612
-0.95938,40.723
-0.95625,41.952
-0.95312,43.307
-0.95,44.796
-0.94687,46.427
-0.94375,48.208
-0.94063,50.148
-0.9375,52.258
-0.93437,54.548
-0.93125,57.029
-0.92813,59.711
-0.925,62.606
-0.92188,65.727
-0.91875,69.087
-0.91562,72.697
-0.9125,76.571
-0.90938,80.723
-0.90625,85.165
-0.90312,89.911
-0.9,94.976
-0.89688,100.37
-0.89375,106.11
-0.89062,112.21
-0.8875,118.67
-0.88437,125.52
-0.88125,132.76
-0.87813,140.4
-0.875,148.45
-0.87187,156.93
-0.86875,165.83
-0.86563,175.16
-0.8625,184.93
-0.85938,195.13
-0.85625,205.78
-0.85312,216.86
-0.85,228.38
-0.84688,240.33
-0.84375,252.7
-0.84062,265.48
-0.8375,278.67
-0.83438,292.24
-0.83125,306.18
-0.82812,320.47
-0.825,335.09
-0.82187,350.02
-0.81875,365.24
-0.81563,380.71
-0.8125,396.42
-0.80937,412.32
-0.80625,428.4
-0.80313,444.61
-0.8,460.93
-0.79688,477.32
-0.79375,493.74
-0.79062,510.17
-0.7875,526.57
-0.78438,542.91
-0.78125,559.15
-0.77812,575.26
-0.775,591.21
-0.77188,606.97
-0.76875,622.51
-0.76562,637.81
-0.7625,652.83
-0.75937,667.56
-0.75625,681.98
-0.75313,696.05
-0.75,709.78
-0.74687,723.14
-0.74375,736.11
-0.74063,748.7
-0.7375,760.89
-0.73438,772.67
-0.73125,784.03
-0.72812,794.99
-0.725,805.53
-0.72188,815.66
-0.71875,825.38
-0.71562,834.7
-0.7125,843.62
-0.70938,852.14
-0.70625,860.29
-0.70312,868.05
-0.7,875.46
-0.69687,882.51
-0.69375,889.22
-0.69063,895.6
-0.6875,901.66
-0.68437,907.42
-0.68125,912.89
-0.67813,918.07
-0.675,922.99
-0.67188,927.66
-0.66875,932.09
-0.66562,936.28
-0.6625,940.26
-0.65938,944.04
-0.65625,947.62
-0.65312,951.02
-0.65,954.24
-0.64688,957.3
-0.64375,960.21
-0.64062,962.97
-0.6375,965.6
-0.63437,968.09
-0.63125,970.47
-0.62813,972.72
-0.625,974.87
-0.62187,976.92
-0.61875,978.86
-0.61563,980.71
-0.6125,982.47
-0.60938,984.15
-0.60625,985.74
-0.60312,987.25
-0.6,988.68
-0.59688,990.03
-0.59375,991.31
-0.59062,992.52
-0.5875,993.66
-0.58438,994.72
-0.58125,995.72
-0.57812,996.65
-0.575,997.52
-0.57187,998.33
-0.56875,999.08
-0.56563,999.77
-0.5625,1000.4
-0.55937,1001.0
-0.55625,1001.6
-0.55313,1002.1
-0.55,1002.6
-0.54688,1003.1
-0.54375,1003.6
-0.54062,1004.2
-0.5375,1004.7
-0.53438,1005.2
-0.53125,1005.8
-0.52812,1006.3
-0.525,1007.0
-0.52188,1007.6
-0.51875,1008.3
-0.51562,1009.0
-0.5125,1009.7
-0.50937,1010.5
-0.50625,1011.3
-0.50313,1012.2
-0.5,1013.1
-0.49687,1014.0
-0.49375,1015.0
-0.49062,1015.9
-0.4875,1016.9
-0.48438,1018.0
-0.48125,1019.0
-0.47813,1020.1
-0.475,1021.2
-0.47188,1022.3
-0.46875,1023.5
-0.46562,1024.7
-0.4625,1025.8
-0.45937,1027.0
-0.45625,1028.2
-0.45312,1029.5
-0.45,1030.7
-0.44688,1032.0
-0.44375,1033.2
-0.44063,1034.5
-0.4375,1035.8
-0.43437,1037.1
-0.43125,1038.4
-0.42812,1039.7
-0.425,1041.0
-0.42188,1042.4
-0.41875,1043.7
-0.41563,1045.1
-0.4125,1046.4
-0.40938,1047.8
-0.40625,1049.1
-0.40312,1050.5
-0.4,1051.9
-0.39687,1053.3
-0.39375,1054.7
-0.39062,1056.1
-0.3875,1057.5
-0.38438,1059.0
-0.38125,1060.4
-0.37813,1061.8
-0.375,1063.3
-0.37187,1064.7
-0.36875,1066.2
-0.36562,1067.7
-0.3625,1069.2
-0.35938,1070.6
-0.35625,1072.1
-0.35313,1073.6
-0.35,1075.1
-0.34688,1076.6
-0.34375,1078.2
-0.34062,1079.7
-0.3375,1081.2
-0.33437,1082.8
-0.33125,1084.3
-0.32812,1085.9
-0.325,1087.4
-0.32188,1089.0
-0.31875,1090.6
-0.31563,1092.2
-0.3125,1093.8
-0.30937,1095.4
-0.30625,1097.0
-0.30312,1098.6
-0.3,1100.2
-0.29688,1101.9
-0.29375,1103.5
-0.29063,1105.1
-0.2875,1106.8
-0.28438,1108.4
-0.28125,1110.1
-0.27812,1111.8
-0.275,1113.5
-0.27187,1115.2
-0.26875,1116.8
-0.26562,1118.5
-0.2625,1120.2
-0.25938,1121.9
-0.25625,1123.7
-0.25313,1125.4
-0.25,1127.1
-0.24688,1128.8
-0.24375,1130.5
-0.24062,1132.2
-0.2375,1133.9
-0.23438,1135.6
-0.23125,1137.3
-0.22813,1139.0
-0.225,1140.7
-0.22187,1142.3
-0.21875,1143.9
-0.21563,1145.5
-0.2125,1147.1
-0.20937,1148.7
-0.20625,1150.2
-0.20312,1151.7
-0.2,1153.1
-0.19688,1154.4
-0.19375,1155.7
-0.19062,1156.9
-0.1875,1158.1
-0.18438,1159.1
-0.18125,1160.0
-0.17812,1160.8
-0.175,1161.5
-0.17188,1162.1
-0.16875,1162.5
-0.16563,1162.8
-0.1625,1162.9
-0.15937,1162.9
-0.15625,1162.7
-0.15313,1162.5
-0.15,1162.3
-0.14687,1162.0
-0.14375,1161.9
-0.14062,1161.8
-0.1375,1161.8
-0.13438,1161.9
-0.13125,1162.1
-0.12812,1162.5
-0.125,1162.9
-0.12188,1163.5
-0.11875,1164.3
-0.11563,1165.1
