x,uh
-1.0,34.618
-0.99687,34.653
-0.99375,34.757
-0.99063,34.931
-0.9875,35.177
-0.98438,35.496
-0.98125,35.89
-0.97812,36.362
-0.975,36.917
-0.97188,37.556
-0.96875,38.286
-0.96562,39.111
-0.9625,40.037
-0.95938,41.071
-0.95625,42.22
-0.95312,43.492
-0.95,44.899
-0.94687,46.45
-0.94375,48.154
-0.94063,50.019
-0.9375,52.057
-0.93437,54.277
-0.93125,56.692
-0.92813,59.312
-0.925,62.15
-0.92188,65.219
-0.91875,68.531
-0.91562,72.1
-0.9125,75.939
-0.90938,80.062
-0.90625,84.483
-0.90312,89.216
-0.9,94.275
-0.89688,99.673
-0.89375,105.42
-0.89062,111.54
-0.8875,118.03
-0.88437,124.92
-0.88125,132.2
-0.87813,139.9
-0.875,148.01
-0.87187,156.56
-0.86875,165.53
-0.86563,174.95
-0.8625,184.81
-0.85938,195.11
-0.85625,205.86
-0.85312,217.05
-0.85,228.67
-0.84688,240.73
-0.84375,253.22
-0.84062,266.11
-0.8375,279.41
-0.83438,293.09
-0.83125,307.15
-0.82812,321.55
-0.825,336.29
-0.82187,351.33
-0.81875,366.66
-0.81563,382.24
-0.8125,398.04
-0.80937,414.05
-0.80625,430.23
-0.80313,446.54
-0.8,462.95
-0.79688,479.44
-0.79375,495.97
-0.79062,512.49
-0.7875,528.99
-0.78438,545.43
-0.78125,561.77
-0.77812,577.98
-0.775,594.03
-0.77188,609.9
-0.76875,625.54
-0.76562,640.95
-0.7625,656.08
-0.75937,670.92
-0.75625,685.45
-0.75313,699.64
-0.75,713.48
-0.74687,726.95
-0.74375,740.04
-0.74063,752.74
-0.7375,765.03
-0.73438,776.92
-0.73125,788.39
-0.72812,799.44
-0.725,810.08
-0.72188,820.3
-0.71875,830.11
-0.71562,839.5
-0.7125,848.49
-0.70938,857.08
-0.70625,865.28
-0.70312,873.1
-0.7,880.55
-0.69687,887.64
-0.69375,894.38
-0.69063,900.79
-0.6875,906.88
-0.68437,912.65
-0.68125,918.13
-0.67813,923.33
-0.675,928.25
-0.67188,932.93
-0.66875,937.36
-0.66562,941.56
-0.6625,945.55
-0.65938,949.33
-0.65625,952.92
-0.65312,956.34
-0.65,959.59
-0.64688,962.68
-0.64375,965.62
-0.64062,968.44
-0.6375,971.12
-0.63437,973.69
-0.63125,976.15
-0.62813,978.51
-0.625,980.79
-0.62187,982.97
-0.61875,985.08
-0.61563,987.12
-0.6125,989.09
-0.60938,991.0
-0.60625,992.86
-0.60312,994.67
-0.6,996.43
-0.59688,998.15
-0.59375,999.83
-0.59062,1001.5
-0.5875,1003.1
-0.58438,1004.7
-0.58125,1006.3
-0.57812,1007.8
-0.575,1009.3
-0.57187,1010.8
-0.56875,1012.3
-0.56563,1013.8
-0.5625,1015.3
-0.55937,1016.7
-0.55625,1018.2
-0.55313,1019.6
-0.55,1021.1
-0.54688,1022.5
-0.54375,1023.9
-0.54062,1025.3
-0.5375,1026.8
-0.53438,1028.2
-0.53125,1029.6
-0.52812,1031.0
-0.525,1032.4
-0.52188,1033.9
-0.51875,1035.3
-0.51562,1036.7
-0.5125,1038.1
-0.50937,1039.5
-0.50625,1041.0
-0.50313,1042.4
-0.5,1043.8
-0.49687,1045.3
-0.49375,1046.7
-0.49062,1048.2
-0.4875,1049.6
-0.48438,1051.1
-0.48125,1052.5
-0.47813,1054.0
-0.475,1055.5
-0.47188,1057.0
-0.46875,1058.5
-0.46562,1059.9
-0.4625,1061.4
-0.45937,1063.0
-0.45625,1064.5
-0.45312,1066.0
-0.45,1067.5
-0.44688,1069.0
-0.44375,1070.6
-0.44063,1072.1
-0.4375,1073.7
-0.43437,1075.2
-0.43125,1076.8
-0.42812,1078.4
-0.425,1080.0
-0.42188,1081.6
-0.41875,1083.2
-0.41563,1084.8
-0.4125,1086.4
-0.40938,1088.0
-0.40625,1089.6
-0.40312,1091.3
-0.4,1092.9
-0.39687,1094.6
-0.39375,1096.3
-0.39062,1097.9
-0.3875,1099.6
-0.38438,1101.3
-0.38125,1103.0
-0.37813,1104.7
-0.375,1106.5
-0.37187,1108.2
-0.36875,1109.9
-0.36562,1111.7
-0.3625,1113.4
-0.35938,1115.2
-0.35625,1117.0
-0.35313,1118.8
-0.35,1120.6
-0.34688,1122.4
-0.34375,1124.2
-0.34062,1126.0
-0.3375,1127.9
-0.33437,1129.7
-0.33125,1131.6
-0.32812,1133.4
-0.325,1135.3
-0.32188,1137.2
-0.31875,1139.1
-0.31563,1141.0
-0.3125,1143.0
-0.30937,1144.9
-0.30625,1146.8
-0.30312,1148.8
-0.3,1150.7
-0.29688,1152.7
-0.29375,1154.7
-0.29063,1156.7
-0.2875,1158.7
-0.28438,1160.7
-0.28125,1162.7
-0.27812,1164.8
-0.275,1166.8
-0.27187,1168.8
