x,uh
-1.0,34.562
-0.99687,34.597
-0.99375,34.7
-0.99063,34.873
-0.9875,35.117
-0.98438,35.434
-0.98125,35.826
-0.97812,36.295
-0.975,36.846
-0.97188,37.482
-0.96875,38.207
-0.96562,39.026
-0.9625,39.947
-0.95938,40.974
-0.95625,42.115
-0.95312,43.38
-0.95,44.778
-0.94687,46.319
-0.94375,48.011
-0.94063,49.865
-0.9375,51.889
-0.93437,54.095
-0.93125,56.494
-0.92813,59.097
-0.925,61.916
-0.92188,64.964
-0.91875,68.255
-0.91562,71.8
-0.9125,75.613
-0.90938,79.709
-0.90625,84.1
-0.90312,88.802
-0.9,93.827
-0.89688,99.189
-0.89375,104.9
-0.89062,110.98
-0.8875,117.43
-0.88437,124.27
-0.88125,131.51
-0.87813,139.16
-0.875,147.22
-0.87187,155.72
-0.86875,164.64
-0.86563,174.01
-0.8625,183.82
-0.85938,194.07
-0.85625,204.77
-0.85312,215.91
-0.85,227.5
-0.84688,239.52
-0.84375,251.97
-0.84062,264.84
-0.8375,278.12
-0.83438,291.79
-0.83125,305.84
-0.82812,320.26
-0.825,335.02
-0.82187,350.1
-0.81875,365.48
-0.81563,381.14
-0.8125,397.04
-0.80937,413.16
-0.80625,429.48
-0.80313,445.95
-0.8,462.55
-0.79688,479.25
-0.79375,496.02
-0.79062,512.82
-0.7875,529.61
-0.78438,546.37
-0.78125,563.07
-0.77812,579.67
-0.775,596.13
-0.77188,612.44
-0.76875,628.55
-0.76562,644.45
-0.7625,660.1
-0.75937,675.47
-0.75625,690.55
-0.75313,705.32
-0.75,719.74
-0.74687,733.8
-0.74375,747.5
-0.74063,760.8
-0.7375,773.7
-0.73438,786.19
-0.73125,798.26
-0.72812,809.91
-0.725,821.12
-0.72188,831.9
-0.71875,842.25
-0.71562,852.18
-0.7125,861.67
-0.70938,870.74
-0.70625,879.4
-0.70312,887.64
-0.7,895.5
-0.69687,902.96
-0.69375,910.05
-0.69063,916.77
-0.6875,923.15
-0.68437,929.19
-0.68125,934.91
-0.67813,940.33
-0.675,945.45
-0.67188,950.3
-0.66875,954.89
-0.66562,959.24
-0.6625,963.35
-0.65938,967.25
-0.65625,970.94
-0.65312,974.45
-0.65,977.78
-0.64688,980.95
-0.64375,983.98
-0.64062,986.86
-0.6375,989.61
-0.63437,992.25
-0.63125,994.78
-0.62813,997.22
-0.625,999.56
-0.62187,1001.8
-0.61875,1004.0
-0.61563,1006.1
-0.6125,1008.2
-0.60938,1010.2
-0.60625,1012.1
-0.60312,1014.0
-0.6,1015.9
-0.59688,1017.7
-0.59375,1019.5
-0.59062,1021.3
-0.5875,1023.0
-0.58438,1024.8
-0.58125,1026.5
-0.57812,1028.1
-0.575,1029.8
-0.57187,1031.5
-0.56875,1033.1
-0.56563,1034.8
-0.5625,1036.4
-0.55937,1038.0
-0.55625,1039.6
-0.55313,1041.2
-0.55,1042.9
-0.54688,1044.5
-0.54375,1046.1
-0.54062,1047.7
-0.5375,1049.3
-0.53438,1051.0
-0.53125,1052.6
-0.52812,1054.2
-0.525,1055.9
-0.52188,1057.5
-0.51875,1059.2
-0.51562,1060.8
-0.5125,1062.5
-0.50937,1064.2
-0.50625,1065.9
-0.50313,1067.6
-0.5,1069.3
-0.49687,1071.0
-0.49375,1072.8
-0.49062,1074.5
-0.4875,1076.3
-0.48438,1078.1
-0.48125,1079.9
-0.47813,1081.7
-0.475,1083.5
-0.47188,1085.4
