x,uh
-1.0,33.019
-0.99687,33.059
-0.99375,33.179
-0.99063,33.38
-0.9875,33.664
-0.98438,34.031
-0.98125,34.485
-0.97812,35.029
-0.975,35.665
-0.97188,36.398
-0.96875,37.232
-0.96562,38.173
-0.9625,39.226
-0.95938,40.397
-0.95625,41.692
-0.95312,43.119
-0.95,44.686
-0.94687,46.4
-0.94375,48.27
-0.94063,50.306
-0.9375,52.516
-0.93437,54.911
-0.93125,57.501
-0.92813,60.298
-0.925,63.311
-0.92188,66.552
-0.91875,70.033
-0.91562,73.766
-0.9125,77.762
-0.90938,82.034
-0.90625,86.593
-0.90312,91.452
-0.9,96.621
-0.89688,102.11
-0.89375,107.94
-0.89062,114.11
-0.8875,120.63
-0.88437,127.52
-0.88125,134.78
-0.87813,142.42
-0.875,150.44
-0.87187,158.86
-0.86875,167.68
-0.86563,176.9
-0.8625,186.52
-0.85938,196.54
-0.85625,206.97
-0.85312,217.8
-0.85,229.03
-0.84688,240.64
-0.84375,252.64
-0.84062,265.01
-0.8375,277.74
-0.83438,290.83
-0.83125,304.24
-0.82812,317.98
-0.825,332.01
-0.82187,346.33
-0.81875,360.9
-0.81563,375.71
-0.8125,390.72
-0.80937,405.93
-0.80625,421.3
-0.80313,436.79
-0.8,452.4
-0.79688,468.07
-0.79375,483.8
-0.79062,499.54
-0.7875,515.27
-0.78438,530.95
-0.78125,546.57
-0.77812,562.09
-0.775,577.48
-0.77188,592.71
-0.76875,607.76
-0.76562,622.61
-0.7625,637.23
-0.75937,651.6
-0.75625,665.69
-0.75313,679.49
-0.75,692.98
-0.74687,706.14
-0.74375,718.96
-0.74063,731.42
-0.7375,743.52
-0.73438,755.25
-0.73125,766.59
-0.72812,777.55
-0.725,788.12
-0.72188,798.29
-0.71875,808.07
-0.71562,817.46
-0.7125,826.47
-0.70938,835.08
-0.70625,843.32
-0.70312,851.19
-0.7,858.69
-0.69687,865.84
-0.69375,872.65
-0.69063,879.11
-0.6875,885.26
-0.68437,891.09
-0.68125,896.62
-0.67813,901.86
-0.675,906.82
-0.67188,911.52
-0.66875,915.97
-0.66562,920.19
-0.6625,924.17
-0.65938,927.94
-0.65625,931.51
-0.65312,934.89
-0.65,938.09
-0.64688,941.12
-0.64375,943.99
-0.64062,946.72
-0.6375,949.3
-0.63437,951.76
-0.63125,954.1
-0.62813,956.33
-0.625,958.45
-0.62187,960.48
-0.61875,962.41
-0.61563,964.27
-0.6125,966.05
-0.60938,967.76
-0.60625,969.4
-0.60312,970.99
-0.6,972.52
-0.59688,973.99
-0.59375,975.43
-0.59062,976.82
-0.5875,978.17
-0.58438,979.48
-0.58125,980.77
-0.57812,982.02
-0.575,983.25
-0.57187,984.45
-0.56875,985.64
-0.56563,986.8
-0.5625,987.95
-0.55937,989.09
-0.55625,990.21
-0.55313,991.32
-0.55,992.43
-0.54688,993.53
-0.54375,994.62
-0.54062,995.71
-0.5375,996.8
