time,pt1,pt2,pt3,pt4,pt5,max_val,X,Y,Z
4.5,24.99999999972492,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
9.0,24.99999999972492,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
9.5,25.0,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
10.0,25.0,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
10.001,25.00152447365473,25.00003291031246,25.000000910898446,24.999999984885868,24.999999996976122,2905.1585413106986,0.1505901505532981,0.5110894650193539,0.07426162019012844
10.00105,25.001603032155696,25.000040806697186,25.00000049207916,25.000000024616256,24.999999998151374,2272.685677468934,0.14382514218097114,0.45492884789937027,0.06555295347619769
10.00205,25.256291923282067,25.002536527628987,25.000008817125753,25.000000030159818,25.000000006789868,2922.805391156279,0.15163800427479623,0.7625678115275024,0.07953100229812048
10.0021,25.270702233466213,25.001814961265907,25.00003405019132,25.000000795378742,25.00000026411453,2292.676786680482,0.14568192799545598,0.6785339844393126,0.07166070166323986
10.0031,27.970736944447495,25.034143115664403,25.00014466783349,24.999998253668643,24.999999671747155,2950.151790131831,0.16078441832594148,0.8859839854424242,0.08395080957740168
10.00315,27.979330338421523,25.037232717637053,25.000164141406472,24.99999888669683,25.000000061632914,2332.1433454908924,0.15437025691070588,0.8467104181030447,0.0771895519861252
10.00415,40.22337372433816,25.244648193295227,25.00077255254458,24.999991972614133,24.999998839778666,2946.907188975088,0.1697147759365573,0.9306738476558423,0.08745293269636764
10.0042,41.548599629493076,25.26902116395567,25.000735734662335,24.999990901986365,24.99999917813214,2341.804838279505,0.1630328135534835,0.9075755435274093,0.08101570357180399
10.0052,98.805832898768,26.06286823197619,25.002579872916993,24.999988344798332,24.999999289135182,2990.7158162081328,0.1833293720708934,0.9443186011406881,0.09119798959508367
10.00525,104.20852459431165,26.148963777900747,25.00262675031989,24.999987326972956,24.999999396255102,2385.539573707763,0.17622886304191787,0.9239125551074938,0.08477135154637859
10.00625,282.66461040431346,28.348395131108397,25.005822698055326,25.000012802871566,25.00000485410697,2992.298619019908,0.19625812317829852,0.9627800084158917,0.09465329062950507
10.0063,296.6958092552959,28.544317456123686,25.005761580523608,25.00001098028958,25.000005315243108,2388.4280882758785,0.18992056792887987,0.9418317626869607,0.08803364250765462
10.0073,655.8562107058625,33.339862853833154,25.011029670748194,25.0001194948004,25.000016912756834,3023.8372987418047,0.20808588549593726,0.966544909047515,0.09758471843149057
10.00735,669.4875039057204,33.71064438626015,25.01120380153661,25.000124179490832,25.000017653375014,2417.8535097492845,0.2018188760945112,0.9474637226043954,0.09111802971183564
10.00835,1138.908805876214,42.30916691550773,25.02044483470129,25.000357078966218,25.00002714322287,3015.3984251838638,0.21826770499638515,0.9754601528958342,0.10111281299793737
10.0084,1135.0064793333813,42.91003155171465,25.020686126334525,25.000365500540614,25.0000282396955,2414.182021716049,0.21255528855028208,0.9603506145690164,0.0946438131415713
10.0094,1537.8730737089688,56.21525733309544,25.041462454890997,25.000725858621017,25.000016397961836,3045.7671538376176,0.22673714907909562,0.9760943662991728,0.10377764404250217
10.00945,1517.733043241237,57.0610555159013,25.042486358570628,25.000744199564313,25.000016386402443,2439.5350649521647,0.22130733254163654,0.9612529500862717,0.09739317587653107
10.01045,1745.491121161987,75.1527810078088,25.088815481706188,25.001107324325666,24.999963685907606,3029.404712168841,0.2340402316146196,0.9842393648460851,0.10642264358722964
10.0105,1721.4448130400608,76.26040295828028,25.091063207913184,25.00112260434244,24.999962524030966,2430.0362423355305,0.2283611581546836,0.9676902511941323,0.10012141986380813
10.0115,1804.162598363787,98.4398440027496,25.18570573910332,25.001233368328535,24.999863241706468,3060.5232370743406,0.2415065834037427,0.9831699138229342,0.10835964622913602
10.01155,1777.6572879631428,99.72571435023067,25.19056777280477,25.001239919222776,24.99985968244938,2453.760261086385,0.2358844596371665,0.9673542661876067,0.10204743578402521
10.01255,1772.2823841494524,124.69401440180421,25.362603349269627,25.000674300109228,24.999739999401157,3039.3559229409143,0.24656274332116201,0.9908056025597896,0.11019965349882056
10.0126,1752.3385553038208,126.11953917470404,25.37136749016294,25.00064266077147,24.999736216286543,2441.0345165373697,0.2413478003232819,0.973019696327799,0.10403672036215247
10.0136,1671.7982219957735,152.32484593518242,25.65474591473358,24.99889867389296,24.999657348571503,3071.0865426534947,0.25202916368840084,0.9882564309106182,0.11159029393326658
10.01365,1661.9952928781117,153.77367659290138,25.669171005277498,24.998809888070422,24.999655127343104,2463.4918291956683,0.24683589627768687,0.9719376903656199,0.10537523379369726
10.01465,1530.9162858869324,179.85410800730818,26.098677639237856,24.995351861539454,24.999711811802964,3048.1115040261234,0.25570775643456306,0.9939713213716461,0.11263168104116278
10.0147,1526.1157455237555,181.28833111104404,26.120431989646885,24.995172564100457,24.99971684188298,2449.0409246972467,0.2503641694017247,0.9770546217945724,0.10675046523570178
10.0157,1402.2487011299577,206.08312901061169,26.728241188478776,24.98958927983982,25.000016753198583,3078.526692921283,0.26013737803150544,0.9920277562625625,0.11337082854244646
10.01575,1397.9269270027958,207.41360878102287,26.758931416459326,24.98930388312459,25.000033474809587,2470.3676483361032,0.25490841093626654,0.975705046377858,0.10768527077153706
10.01675,1298.4230132244643,230.15658311573068,27.572034971022347,24.981393657639405,25.000676803541133,3052.70297335093,0.2628738481300151,0.9958017114892135,0.11415168213121502
10.0168,1294.04322496851,231.3723974089427,27.613108091495743,24.980990099206306,25.000710752099927,2454.4567878318658,0.25747884482166583,0.9801215322880074,0.10858947033682326
