time,pt1,pt2,pt3,pt4,pt5,max_val,X,Y,Z
4.5,24.99999999972492,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
9.0,24.99999999972492,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
9.5,25.0,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
10.0,25.0,25.0,25.0,25.0,24.999999999999996,25.0,nan,nan,nan
10.001,25.000011059108527,24.999988516528603,24.99999954778221,24.999999987693464,24.999999998048068,2905.1585813815495,0.15059015307393553,0.5110894669266342,0.07426162740465454
10.00105,25.000020453629055,24.99999343819644,25.000000131596273,24.999999989870016,24.999999996332217,2272.685730145324,0.1438251471769395,0.45492885466625177,0.06555296092979818
10.00205,25.043831541569393,25.000089892651552,24.999960745621557,24.999998894621733,24.99999989082581,2922.8054509263966,0.1516380130160978,0.7625638730801413,0.07953094319922277
10.0021,25.054459593262557,25.000332494563153,24.999963066197793,24.999998875000117,24.99999985948216,2292.676771697973,0.1456819302940105,0.6785317513923391,0.0716605776837698
10.0031,26.482666882115748,25.011104115447928,25.00039499960382,25.000005391292333,25.0000004768943,2950.1028408857055,0.16077713343589778,0.8859523086107186,0.08394550870503181
10.00315,26.684723765362733,25.01135108859026,25.00037914216111,25.000005199040416,25.000000732030607,2332.0971330474804,0.15436169744217304,0.8466324035320335,0.07718305323377322
10.00415,38.99451475003809,24.949180734821077,24.99834304871701,25.000001444191064,25.000007132831364,2946.7314632180287,0.1696705932347709,0.9305419468072702,0.08742214529088954
10.0042,40.284386829621546,24.94273801963023,24.998255419361264,25.000002736093673,25.000007182994985,2341.6303158230794,0.16298604571188846,0.9074760997872325,0.08098674897565125
10.0052,97.38987439778533,24.880868082321296,24.998440203077962,25.000024791364737,24.999995255035575,2990.4580109841972,0.183157134971996,0.9441326271752355,0.0911284235492801
10.00525,102.77433343795884,24.884173899785022,24.998530243442573,25.000023578415185,24.99999392533704,2385.36821168975,0.17606316047441642,0.923612808988277,0.08470297137736015
10.00625,280.8535491095684,25.475743467121625,25.004718350062248,24.99995638933211,24.999955272323163,2991.5920208686953,0.19596735729522027,0.9623084342090211,0.09452301010573222
10.0063,294.871056279516,25.543883188480606,25.005275660139088,24.999950962991655,24.99995314413759,2387.7463485045446,0.18962284968999288,0.9414655476332345,0.0879004752321367
10.0073,653.624288289616,28.201845740998067,25.0161566407965,24.99974252883058,24.99993680649186,3022.659222127974,0.2075628097253405,0.9661997307299229,0.09734370282695001
10.00735,667.2319704274736,28.411221690160776,25.016559658764507,24.999727574461364,24.999938091575082,2416.739148753497,0.20129684264383568,0.9469121071517282,0.09087085183197025
10.00835,1136.8996604384238,34.70540399523486,25.021640767585332,24.999497244637134,25.000021499882145,3013.958631908862,0.21765980105596375,0.9749033044246969,0.10079425293096389
10.0084,1132.9717677265978,35.13958737786898,25.021615130555958,24.999492177953478,25.00002839545511,2412.805624174469,0.21191842761275126,0.9598513462487545,0.09430918036987032
10.0094,1536.162893612389,46.34640720917635,25.01018363202124,24.999602187107357,25.000210493686264,3043.9107086530175,0.22593493571632797,0.9754252164797426,0.1034107876845459
10.00945,1515.9266059108747,47.041708938570444,25.009110043101725,24.999622763957106,25.00022102530938,2437.8174297967535,0.2204823503164977,0.9606658366005705,0.09700832066292198
10.01045,1744.0482483342287,63.57035409315432,24.984102781090314,25.00051535340061,25.00040263483595,3027.2406814068477,0.23297013949622314,0.9833064958861314,0.10591573092904491
10.0105,1720.0409151546469,64.53064580919727,24.9826808394757,25.000584289560145,25.000408428624937,2427.988725954521,0.2272709228716296,0.9669163099383641,0.09958779936344059
10.0115,1802.1724219579235,85.83130807699543,24.956251331447618,25.002404925609568,25.000415259106106,3058.138581747853,0.24008527483774947,0.9821308365623687,0.10777193004178295
10.01155,1775.8370318810014,86.99907785068476,24.95539658210121,25.002516713387436,25.000409123868597,2451.5333638113775,0.23448246919059107,0.9664599245705494,0.10145303894205945
10.01255,1769.4832742496328,111.7853211861975,24.961876202733364,25.005017131027195,25.000113655916298,3038.301922726559,0.24510432156764989,0.9895154183799135,0.10951560500562733
10.0126,1749.7151528850623,113.0917320725771,24.963547291143424,25.005147499830862,25.00008989676654,2439.3877583508706,0.23991823753198263,0.9719571386999513,0.10330300165821715
10.0136,1667.4961673420723,139.76341990534698,25.03879659752586,25.007539800080163,24.99946046991989,3068.476512119781,0.25027672133038026,0.9869521689981281,0.11083537797933163
10.01365,1657.7205434050452,141.11781997707544,25.04517595935901,25.007638553536083,24.999422482425626,2461.090253524884,0.24508614123565728,0.9705969140865611,0.1045762918033416
10.01465,1523.8331156281536,168.05666564513518,25.240177747896254,25.00875515203363,24.99858515176633,3045.489505021742,0.2536708864936152,0.993147208110617,0.11194402292462596
10.0147,1518.9586015763537,169.3913116511643,25.253493141566402,25.008756464403575,24.998541633190072,2446.634213527197,0.24835971923569966,0.9757707175695288,0.1058991949887613
10.0157,1393.4035227305637,195.33730373684622,25.60824833198467,25.00728689953778,24.997734764546944,3075.4658030187393,0.25791474451336727,0.9906173756606405,0.11270368331224626
10.01575,1389.0424741136787,196.59141481107926,25.630859685427424,25.007126533846957,24.997700749540208,2467.4914649490506,0.2526552683544956,0.9742184487351396,0.10679604965529851
10.01675,1288.0123206158182,220.56604949752293,26.190285792789215,25.00176793945748,24.997256809613564,3049.319382520724,0.2603873182337597,0.994860613235374,0.1134074880342502
10.0168,1283.6100639449987,221.70598820430035,26.22371542680476,25.001385611231626,24.997249174859007,2451.358032745452,0.2550424768401476,0.9785443865966477,0.10768532836617802
