time,pt1,pt2,pt3,pt4,pt5,max_val,W,L,Z
70.132559607495,195.87279342846503,196.13431027067517,196.29834018149947,196.31524823215037,196.18499238997643,2971.9790040546764,0.1574211803228579,0.583172661929367,0.0783881977781782
70.132609607495,195.87260742660655,196.13405741114263,196.2980540508563,196.31494710953223,196.18468654097256,2330.1639159395386,0.1522269815981713,0.5280021192163731,0.0704798480341225
70.133609607495,195.8715957182158,196.12900468151335,196.29233411043387,196.30892640398375,196.1785709810984,3001.915290762425,0.1602991052184092,0.9026590739964808,0.0843691780423497
70.133659607495,195.87264693220425,196.12875225164225,196.292048246928,196.3086254562136,196.1782652742699,2367.6471469159173,0.1566047957519823,0.8672455314009333,0.0784799741884955
70.134659607495,196.1560548465985,196.1237179894784,196.28633371183528,196.3026082569552,196.172152566187,3020.240363521212,0.1773883959960812,0.9517963573247245,0.0905728833499284
70.134709607495,196.19972555248663,196.1234676082042,196.28604814883315,196.3023074853484,196.17184700234336,2403.4408354395714,0.1717273280586094,0.9309328555163132,0.0847601533005346
70.135709607495,198.73145745632803,196.11839410533617,196.28033985440305,196.296293845584,196.16573717407925,3040.8163884167334,0.1976558925857781,0.9778004641141472,0.0961596029026749
70.135759607495,198.9832328205354,196.1181294928576,196.28005438560172,196.2959932525676,196.1654317560569,2429.784797053728,0.191813988892622,0.962403077292907,0.0900474150962724
70.136759607495,208.3250721478732,196.11282185451023,196.2743348944585,196.2899832153956,196.15932487229583,3079.275798465567,0.2153805393467899,0.995054346822124,0.1006652661890245
70.136809607495,209.06190665881005,196.11261110446569,196.27404861049365,196.28968281058803,196.15901959994335,2464.581497516224,0.2097271634235394,0.9776879954674962,0.094423381318296
70.137809607495,231.1291187630268,196.116029172576,196.26834645563645,196.28367660470977,196.15291542621355,3082.0344618486724,0.2298089942418595,1.0032974866260105,0.1066014345432318
70.137859607495,232.63032660332507,196.1169167022946,196.26806356732556,196.2833763679141,196.15261027633252,2476.4802023065567,0.2248810011090619,0.9908837999446278,0.1005499395340593
70.138859607495,271.9871358815626,196.1691653013561,196.26248721199244,196.27737177747056,196.14650841287715,3107.9336064348527,0.2429731175132704,1.0122634577588785,0.1113017351194279
70.138909607495,274.39069036315465,196.17426769529115,196.26221315960132,196.277071518591,196.146203382072,2497.989403986348,0.2380190680926565,0.9980327487199704,0.1052662092097876
70.139909607495,331.48405161044053,196.362593660878,196.2568045414284,196.27106493530383,196.14010460110967,3109.496845862428,0.253850950359572,1.0166236509541036,0.1148346964027809
70.139959607495,334.6851353352809,196.3774818118636,196.2565354954401,196.27076454676475,196.1397997788046,2504.001434352449,0.2489973299969586,1.0032369846462277,0.109557188284687
70.140959607495,404.7038640084463,196.8328997411095,196.25107140831523,196.26475864495404,196.13370662608256,3129.1531003286,0.2637479534245957,1.0244012373010358,0.1173382406169743
70.141009607495,408.3820731222828,196.86494499711736,196.2507909293602,196.26445860656048,196.13340215085208,2520.18237777927,0.258989959073704,1.0116380834700094,0.1121170460451564
70.142009607495,483.4499446225699,197.7439993557862,196.24493631996367,196.25847140330995,196.127316308276,3127.210916841106,0.2724113147313116,1.025800836551875,0.1199389241906345
70.142059607496,487.1658971569333,197.80123654212056,196.2446303783958,196.25817299107496,196.1270121771665,2521.647733325817,0.2676466999663769,1.0136239044879056,0.1147649945652736
70.143059607496,558.675901237385,199.25954505610852,196.23836491458547,196.25223396666297,196.12093090919345,3139.3989264958072,0.2800474697890626,1.030779491508033,0.1215909237815518
70.143109607496,562.0538496237522,199.3492998101768,196.2380522861976,196.25193871052383,196.12062683642628,2532.4058642611567,0.2756384444506634,1.0199551534771374,0.1165622775922182
70.144109607496,624.9223904397076,201.51759394839056,196.23231682473303,196.24607192170376,196.1145417831163,3140.201990015306,0.286435858930878,1.030649226228723,0.12353014880273
70.144159607496,627.7231773566904,201.6454278580873,196.2320763204624,196.2457804606108,196.11423725563105,2534.555806671496,0.2819637448588354,1.0208606259168782,0.1184803120444945
70.145159607496,678.1577161134878,204.60982141181117,196.22925739654983,196.239979612412,196.10813810964208,3148.6341666744847,0.2925923815359886,1.035533359110416,0.124846252141606
70.145209607496,680.3044606029008,204.7787111932646,196.2292522056394,196.23969050369143,196.10783266373127,2541.944200396231,0.2883102922137285,1.024445213058054,0.1199156328191579
70.146209607496,719.0893618043399,208.57134528719297,196.2334831712049,196.23389947607916,196.10171345998947,3147.7103129661746,0.2977211809504073,1.0342233829692966,0.1261102657796503
70.146259607496,720.6653345676331,208.7815066028421,196.2339627719013,196.2336084930243,196.10140702693815,2542.297135544775,0.293338754119207,1.0245417266362342,0.121240961317584
70.147259607496,747.6983288251824,213.37866283194643,196.2510996935045,196.22771477507092,196.09527277767197,3154.503219150556,0.3026818337509429,1.038876587865036,0.1271047339338963
70.147309607496,748.7432582670775,213.6275702664144,196.25239793128816,196.2274149732797,196.09496595375848,2548.4572142347124,0.2985981372497066,1.0275775272290983,0.122249255281525
70.148309607496,766.4342400602319,218.95640346775792,196.2897543035272,196.22125961654655,196.0888358375711,3154.530026082899,0.3064769654185392,1.0372578930904917,0.128044001894983
70.148359607496,767.110549263484,219.23940686527743,196.29226522648247,196.22094228658472,196.08852993738265,2548.756568942034,0.3022940170438035,1.0274439881420447,0.1232278196125075
70.149359607496,777.093806558917,225.18975185246933,196.35819749801323,196.21434533924463,196.08243634846357,3162.6160858255166,0.3108101458707534,1.0417848941241672,0.1289087531052699
70.149409607496,777.4248402499513,225.50059339341263,196.36235721638545,196.2140014757156,196.08213324773064,2556.361108420685,0.306772145153221,1.0305155861128468,0.124100958949438
