time,pt1,pt2,pt3,pt4,pt5,max_val,W,L,Z
110.220266012493,209.8128458046241,210.139091847759,210.3243457921908,210.3423791665676,210.20232422924445,2978.6771098294835,0.1581405046962489,0.5890098338814145,0.0787477566007567
110.220316012493,209.81262136823136,210.1388059260408,210.32403181913983,210.3420532066017,210.2019946467044,2335.8856145481154,0.1529221756161818,0.5336146373013679,0.0709379191399731
110.221316012493,209.80813932081372,210.1330914160227,210.3177546152216,210.33553543439277,210.19540413242245,3006.777179623165,0.1609532828393834,0.9080919024177126,0.0846218482569741
110.221366012493,209.80791643006347,210.13280588702207,210.3174408680769,210.33520961729312,210.1950746636735,2372.052929063851,0.1573033639046088,0.8739293948983784,0.0788487187258888
110.222366012493,209.8078687552224,210.12709925447507,210.31116819331928,210.32869471131167,210.18848643319723,3025.7771706761814,0.1784562614319212,0.9546186001135516,0.0910008976895241
110.222416012493,209.80865720967208,210.1268141240609,210.3108546731558,210.328369037968,210.18815707903823,2408.204160068127,0.1728237448177038,0.93489551744648,0.0851968162725284
110.223416012493,209.910687434077,210.12111598212164,210.30458656066435,210.3218570161297,210.1815711483608,3046.095612062627,0.1991669624237975,0.980106309110437,0.0967032830324238
110.223466012493,209.9239238470621,210.1208312695641,210.30427327073625,210.3215314874617,210.18124190959432,2434.4684356073844,0.1934328429460534,0.964856489541432,0.0906006686285628
110.224466012493,210.58275268416105,210.1151340347757,210.29800971150436,210.31502236909665,210.1746582955816,3081.793301943273,0.217401750971036,0.9967505356792468,0.1014697228985044
110.224516012493,210.6438433992365,210.1148489159708,210.29769663550604,210.3146969861064,210.1743291731307,2468.448704930697,0.2117525756617168,0.9802455928035078,0.0952714690424075
110.225516012493,212.8087169852438,210.10922320009925,210.2914367159684,210.3081907961209,210.16774789499425,3087.090413876169,0.2317341512116255,1.0050464872426366,0.1075566916335089
110.225566012493,212.9753883241313,210.10895381561383,210.2911238036126,210.30786556056887,210.16741888968232,2480.850068418396,0.2267720862849202,0.9927524233231476,0.1015445922595905
110.226566012493,217.90442698349764,210.10462290301507,210.2848687436035,210.30136233137895,210.16083994992832,3113.0624915456096,0.2454105055202782,1.0146558852390353,0.1123238452273701
110.226616012493,218.24143864817188,210.1045019317578,210.28455623052457,210.30103724302435,210.16051106095267,2502.702861844427,0.2404355503862761,1.000374965931414,0.1064278952309337
110.227616012493,227.1317203950373,210.1067426533494,210.27831474789804,210.29453683881425,210.15393443278933,3114.8919455464275,0.2562778519911533,1.0189334936946488,0.1157815435892855
110.227666012493,227.69078667420436,210.1071988557635,210.27800321823625,210.29421188256453,210.1536056590791,2508.957462629773,0.2514571742449887,1.00537463656591,0.1105415656138174
110.228666012493,241.30531782301665,210.1289853581484,210.271784849424,210.2877138731383,210.14703137548884,3133.0333220996604,0.266529012090107,1.0261582642724012,0.1183042934835443
110.228716012493,242.10856022452012,210.1309088666539,210.2714744627438,210.2873890257387,210.1467027228959,2523.6537297436084,0.2617844797587543,1.0143456927377918,0.113103000116728
