time,pt1,pt2,pt3,pt4,pt5,max_val,L,W,Z
80.154486208745,202.37511769956657,202.65617784092848,202.82798513350883,202.8455001416459,202.71088521134823,2983.912188187272,0.5916294557483129,0.1575150694988059,0.0785944150924289
80.154536208745,202.37491886329497,202.65591212677757,202.8276868294728,202.84518731747636,202.71056784637452,2333.620524848442,0.5355280605887476,0.1524977646992475,0.0710285416319881
80.155536208745,202.37240863592865,202.6506022690511,202.8217233674103,202.83893253789745,202.70422192843048,3016.2266734440723,0.904676540536896,0.159229565018613,0.0842980872919745
80.155586208745,202.3727762430748,202.65033699859055,202.8214253255021,202.83861988428004,202.70390470176352,2375.397570526038,0.8702570795266258,0.1566318229671736,0.0784235692614299
80.156586208745,202.49907347238096,202.64503638348583,202.8154671098992,202.83236852573248,202.6975615586261,3036.7638728557827,0.9557990066891328,0.1773826150204973,0.0909521870900582
80.156636208745,202.5193963521533,202.6447715605184,202.81516933826668,202.8320560436381,202.6972444711105,2410.125929209567,0.936175121471341,0.1717061142511917,0.0851846476515773
80.157636208745,203.8587616282663,202.6394515693765,202.80921750861057,202.82580810659272,202.6909041203028,3064.0267828027327,0.978019005528986,0.1973092289927176,0.0962374236854373
80.157686208745,203.9984484147419,202.63918292828487,202.80892006592555,202.8254957945694,202.69058717327687,2450.4298682639683,0.9630917838143632,0.1918377999136984,0.0902270878995097
80.158686208745,209.36060579685807,202.6339418197702,202.80296669627893,202.8192513942868,202.68424967452475,3085.2278091341523,0.9983113961417032,0.2157981493118719,0.1009914963415891
80.158736208745,209.7966697800965,202.63371267748067,202.8026685755032,202.81893927651876,202.68393287121955,2468.6635371173084,0.9818864065916691,0.2100927319902445,0.094864890287283
80.159736208745,223.21202821342317,202.63286421146165,202.7967047011619,202.81269916487912,202.67759808892495,3107.9057471919086,1.0031688546110489,0.229804987513689,0.1068573291245376
80.159786208745,224.14511223321853,202.6331740112006,202.79640717149996,202.81238725845589,202.6772814081608,2498.1433110352345,0.9907247980499784,0.2247695561167954,0.1009064222182438
80.160786208745,249.0007358455937,202.65694991257925,202.79050633494597,202.8061497475021,202.67094890082703,3119.9116353272643,1.0170510539845363,0.2439152753364491,0.1119033464644583
80.160836208745,250.5680251464179,202.65943483362184,202.79021475523425,202.80583784990068,202.6706323367211,2503.957768905968,1.0028392118581788,0.2389043708681265,0.1059211610298574
80.161836208745,288.37030023321574,202.7559451639127,202.78446546629476,202.79959752388797,202.6643028465524,3131.7792295181507,1.0168150437637649,0.2541251316225863,0.1151720123857069
80.161886208745,290.54485482650364,202.76380814216097,202.78418113015312,202.79928535968943,202.66398648608484,2524.1119250290835,1.0038375446838457,0.249492994203086,0.1099959406866193
80.162886208745,339.48411592517897,203.0121574298008,202.77844691947053,202.7930404385175,202.657662566886,3138.184719094471,1.0283422167903238,0.2645688583570826,0.1178322839194117
80.162936208745,342.12237141480506,203.0300383062123,202.7781531349853,202.79272822849347,202.6573465552334,2524.8322670518937,1.017212823867817,0.2599974524941736,0.1126731603490684
80.163936208745,397.8315949968565,203.53294548026352,202.77191591051928,202.78649195163223,202.65102999580083,3149.889033015951,1.0259266132751688,0.272829163004002,0.1201081327198397
80.163986208745,400.66686383915135,203.56634951625057,202.77157921862525,202.7861807880289,202.650714326878,2542.6760338168865,1.0143479727219615,0.2682787387005701,0.1150359845223049
80.164986208745,457.812239383293,204.43616049450355,202.76410881710032,202.7799811397284,202.64440221685024,3148.153186946212,1.0352202076419617,0.2810588339377171,0.1218995619615336
80.165036208745,460.582495697952,204.49067211263585,202.76369368099563,202.7796726133197,202.64408659684145,2537.0407267427454,1.024438859507192,0.2767141189103774,0.116958811613276
80.166036208745,514.4166779379885,205.8331732877698,202.7545001632846,202.77353815124889,202.6377704007783,3164.314411407921,1.0309019719835608,0.2869921363633605,0.1237560153186772
80.166086208745,516.9379965606912,205.91366467310812,202.7539983319901,202.77323328568968,202.6374543059028,2556.289243218583,1.0216135209279789,0.2827680070129413,0.1189004830844847
80.167086208745,564.26635891689,207.8140248219749,202.74340117309328,202.7671685762938,202.63112390245973,3156.559520611569,1.040295802282421,0.2936866839293153,0.1252117337797467
80.167136208745,566.407458121696,207.92404109908856,202.74285706373615,202.76686663969645,202.63080691310532,2547.023014049973,1.0292151995149632,0.2895098009056112,0.1203524392456729
80.168136208745,605.7020644708495,210.4361412239,202.73246310862163,202.7608323902612,202.6244579704635,3170.6908393648187,1.034635083228426,0.2983689397846322,0.1264942634422428
80.168186208745,607.4471801231138,210.57749497536133,202.7319956220708,202.76053008186705,202.62414013613156,2564.041365221467,1.025248144639508,0.2942728004272357,0.1217078161332695
80.169186208745,638.4859918797914,213.7194786545477,202.72499057758563,202.75443343125835,202.61778113346065,3165.2313407404454,1.044017086987689,0.3037522267877048,0.1275291736336047
80.169236208745,639.829315068879,213.8921559540197,202.72479955882284,202.75412484640023,202.61746328605372,2555.2357855848195,1.032819512446331,0.2998186991510203,0.1227157154472148
80.170236208745,663.1358701202661,217.6457386236229,202.72597907218005,202.74782684852195,202.61111905478984,3174.7728778151213,1.0377630700196767,0.3072008788506223,0.1284277301285447
80.170286208745,664.1285040908114,217.84798203537784,202.72634285352692,202.7475041659525,202.61080282903168,2569.379594054184,1.0281713153401235,0.3032841069565524,0.1237154848271734
80.171286208745,680.7766839093456,222.1635103603437,202.74194694392293,202.74083988711487,202.60451286945664,3170.124545550364,1.0470067327796693,0.3120224560709699,0.1293189686100372
