uh,x
1648.6,-0.15313
1620.9,-0.15
1597.7,-0.14687
1578.4,-0.14375
1562.6,-0.14062
1549.7,-0.1375
1539.5,-0.13438
1531.6,-0.13125
1525.6,-0.12812
1521.2,-0.125
1518.4,-0.12188
1516.7,-0.11875
1516.1,-0.11563
1516.3,-0.1125
1517.3,-0.10938
1518.8,-0.10625
1520.9,-0.10312
1523.4,-0.1
1526.2,-0.096875
1529.3,-0.09375
1532.6,-0.090625
1536.2,-0.0875
1539.8,-0.084375
1543.7,-0.08125
1547.6,-0.078125
1551.6,-0.075
1555.7,-0.071875
1559.8,-0.06875
1564.0,-0.065625
1568.3,-0.0625
1572.6,-0.059375
1577.0,-0.05625
1581.4,-0.053125
1585.8,-0.05
1590.3,-0.046875
1594.9,-0.04375
1599.4,-0.040625
1604.0,-0.0375
1608.7,-0.034375
1613.4,-0.03125
1618.2,-0.028125
1622.9,-0.025
1627.8,-0.021875
1632.6,-0.01875
1637.6,-0.015625
1642.5,-0.0125
1647.5,-0.009375
1652.6,-0.00625
1657.7,-0.003125
1662.9,0.0
1662.9,-5.2042e-19
1668.1,0.003125
1673.3,0.00625
1678.6,0.009375
1684.0,0.0125
1689.4,0.015625
1694.8,0.01875
1700.3,0.021875
1705.9,0.025
1711.5,0.028125
1717.2,0.03125
1723.0,0.034375
1728.8,0.0375
1734.6,0.040625
1740.5,0.04375
1746.5,0.046875
1752.5,0.05
1758.6,0.053125
1764.8,0.05625
1771.0,0.059375
1777.3,0.0625
1783.7,0.065625
1790.2,0.06875
1796.7,0.071875
1803.2,0.075
1809.9,0.078125
1816.6,0.08125
1823.4,0.084375
1830.3,0.0875
1837.3,0.090625
1844.3,0.09375
1851.5,0.096875
1858.7,0.1
1866.0,0.10312
1873.3,0.10625
1880.8,0.10938
1888.4,0.1125
1896.0,0.11563
1903.8,0.11875
1911.6,0.12188
1919.6,0.125
1927.6,0.12812
1935.8,0.13125
1944.0,0.13438
1952.4,0.1375
1960.9,0.14062
1969.4,0.14375
1978.1,0.14687
1986.9,0.15
1995.9,0.15313
2004.9,0.15625
2014.1,0.15937
2023.4,0.1625
2032.8,0.16563
2042.4,0.16875
2052.1,0.17188
2062.0,0.175
2072.0,0.17812
2082.1,0.18125
2092.4,0.18438
2102.8,0.1875
2113.4,0.19062
2124.2,0.19375
2135.1,0.19688
2146.2,0.2
2157.4,0.20312
2168.8,0.20625
2180.4,0.20937
2192.1,0.2125
2203.9,0.21563
2215.8,0.21875
2227.8,0.22187
2239.7,0.225
2251.5,0.22813
2263.0,0.23125
2274.1,0.23438
2284.5,0.2375
2293.9,0.24062
2301.9,0.24375
2308.0,0.24688
2311.6,0.25
2312.1,0.25313
2308.7,0.25625
2300.6,0.25938
2286.8,0.2625
2266.4,0.26562
2238.5,0.26875
2202.2,0.27187
2156.8,0.275
2101.7,0.27812
2036.7,0.28125
1961.5,0.28438
1876.5,0.2875
1782.3,0.29063
1679.8,0.29375
1570.3,0.29688
1455.3,0.3
1336.6,0.30312
1216.0,0.30625
1095.7,0.30937
977.37,0.3125
863.01,0.31563
754.18,0.31875
652.25,0.32188
558.27,0.325
472.97,0.32812
396.75,0.33125
329.69,0.33437
271.6,0.3375
222.05,0.34062
180.44,0.34375
146.02,0.34688
117.99,0.35
95.508,0.35313
77.75,0.35625
63.935,0.35938
53.351,0.3625
45.365,0.36562
39.429,0.36875
35.083,0.37187
31.95,0.375
29.724,0.37813
28.167,0.38125
27.094,0.38438
26.365,0.3875
25.878,0.39062
25.557,0.39375
25.348,0.39687
25.215,0.4
25.13,0.40312
25.078,0.40625
25.046,0.40938
25.027,0.4125
25.016,0.41563
25.009,0.41875
25.005,0.42188
25.003,0.425
25.001,0.42812
25.001,0.43125
25.0,0.43437
25.0,0.4375
25.0,0.44063
25.0,0.44375
25.0,0.44688
25.0,0.45
25.0,0.45312
25.0,0.45625
25.0,0.45937
25.0,0.4625
25.0,0.46562
25.0,0.46875
25.0,0.47188
25.0,0.475
25.0,0.47813
25.0,0.48125
25.0,0.48438
25.0,0.4875
25.0,0.49062
25.0,0.49375
25.0,0.49687
25.0,0.5
25.0,0.50313
25.0,0.50625
25.0,0.50937
25.0,0.5125
25.0,0.51562
25.0,0.51875
25.0,0.52188
25.0,0.525
25.0,0.52812
25.0,0.53125
25.0,0.53438
25.0,0.5375
25.0,0.54062
25.0,0.54375
25.0,0.54688
25.0,0.55
25.0,0.55313
25.0,0.55625
25.0,0.55937
25.0,0.5625
25.0,0.56563
25.0,0.56875
25.0,0.57187
25.0,0.575
25.0,0.57812
25.0,0.58125
25.0,0.58438
25.0,0.5875
25.0,0.59062
25.0,0.59375
25.0,0.59688
25.0,0.6
25.0,0.60312
25.0,0.60625
25.0,0.60938
25.0,0.6125
25.0,0.61563
25.0,0.61875
25.0,0.62187
25.0,0.625
25.0,0.62813
25.0,0.63125
25.0,0.63437
25.0,0.6375
25.0,0.64062
25.0,0.64375
25.0,0.64688
25.0,0.65
25.0,0.65312
25.0,0.65625
25.0,0.65938
25.0,0.6625
25.0,0.66562
25.0,0.66875
25.0,0.67188
25.0,0.675
25.0,0.67813
25.0,0.68125
25.0,0.68437
25.0,0.6875
25.0,0.69063
25.0,0.69375
25.0,0.69687
25.0,0.7
25.0,0.70312
25.0,0.70625
25.0,0.70938
25.0,0.7125
25.0,0.71562
25.0,0.71875
25.0,0.72188
25.0,0.725
25.0,0.72812
25.0,0.73125
25.0,0.73438
25.0,0.7375
25.0,0.74063
25.0,0.74375
25.0,0.74687
25.0,0.75
25.0,0.75313
25.0,0.75625
25.0,0.75937
25.0,0.7625
25.0,0.76562
25.0,0.76875
25.0,0.77188
25.0,0.775
25.0,0.77812
25.0,0.78125
25.0,0.78438
25.0,0.7875
25.0,0.79062
25.0,0.79375
25.0,0.79688
25.0,0.8
25.0,0.80313
25.0,0.80625
25.0,0.80937
25.0,0.8125
25.0,0.81563
25.0,0.81875
25.0,0.82187
25.0,0.825
25.0,0.82812
25.0,0.83125
25.0,0.83438
25.0,0.8375
25.0,0.84062
25.0,0.84375
25.0,0.84688
25.0,0.85
25.0,0.85312
25.0,0.85625
25.0,0.85938
25.0,0.8625
25.0,0.86563
25.0,0.86875
25.0,0.87187
25.0,0.875
25.0,0.87813
25.0,0.88125
25.0,0.88437
25.0,0.8875
25.0,0.89062
25.0,0.89375
25.0,0.89688
25.0,0.9
25.0,0.90312
25.0,0.90625
25.0,0.90938
25.0,0.9125
25.0,0.91562
25.0,0.91875
25.0,0.92188
25.0,0.925
25.0,0.92813
25.0,0.93125
25.0,0.93437
25.0,0.9375
25.0,0.94063
25.0,0.94375
25.0,0.94687
25.0,0.95
25.0,0.95312
