Time,"T","material","Points:0","Points:1","Points:2"
10.05,56.292,1,5.832,0,0.12499
10.05,56.28,1,5.844,0,0.12499
10.05,56.267,1,5.856,0,0.12499
10.05,56.252,1,5.868,0,0.12499
10.05,56.227,1,5.88,0,0.12499
10.05,56.202,1,5.892,0,0.12499
10.05,56.176,1,5.904,0,0.12499
10.05,56.151,1,5.916,0,0.12499
10.05,56.125,1,5.928,0,0.12499
10.05,56.084,1,5.94,0,0.12499
10.05,56.031,1,5.952,0,0.12499
10.05,55.979,1,5.964,0,0.12499
10.05,55.927,1,5.976,0,0.12499
10.05,55.874,1,5.988,0,0.12499
10.05,55.822,1,6,0,0.12499
