"uh","Points:0","Points:1","Points:2"
2266.4,0.36562,0,0
2238.5,0.36875,0,0
2238.5,0.36875,0,0
2202.2,0.37187,0,0
2202.2,0.37187,0,0
2156.8,0.375,4.5103e-17,0
2156.8,0.375,0,0
2101.7,0.37813,4.4235e-17,0
2101.7,0.37813,0,0
2036.7,0.38125,0,0
2036.7,0.38125,0,0
1961.5,0.38438,0,0
1961.5,0.38438,0,0
1876.5,0.3875,0,0
1876.5,0.3875,0,0
1782.3,0.39062,0,0
1782.3,0.39062,0,0
1679.8,0.39375,0,0
1679.8,0.39375,0,0
1570.3,0.39687,0,0
1570.3,0.39687,0,0
1455.3,0.4,0,0
1455.3,0.4,0,0
1336.6,0.40312,1.7347e-19,0
1336.6,0.40312,1.8939e-30,0
1216,0.40625,0,0
1216,0.40625,4.3368e-19,0
1095.7,0.40938,2.6021e-19,0
1095.7,0.40938,0,0
977.37,0.4125,0,0
977.37,0.4125,0,0
863.01,0.41563,0,0
863.01,0.41563,4.3368e-19,0
754.18,0.41875,2.6021e-19,0
754.18,0.41875,0,0
652.25,0.42188,0,0
652.25,0.42188,4.3368e-19,0
558.27,0.425,2.6021e-19,0
558.27,0.425,0,0
472.97,0.42812,0,0
472.97,0.42812,4.3368e-19,0
396.75,0.43125,2.6021e-19,0
396.75,0.43125,4.3368e-19,0
329.69,0.43437,2.6021e-19,0
329.69,0.43437,4.3368e-19,0
271.6,0.4375,2.6021e-19,0
271.6,0.4375,0,0
222.05,0.44063,0,0
222.05,0.44063,0,0
180.44,0.44375,0,0
180.44,0.44375,4.3368e-19,0
146.02,0.44688,2.6021e-19,0
146.02,0.44688,0,0
117.99,0.45,0,0
117.99,0.45,0,0
95.508,0.45312,0,0
95.508,0.45312,4.3368e-19,0
77.75,0.45625,2.6021e-19,0
77.75,0.45625,0,0
63.935,0.45937,0,0
63.935,0.45937,0,0
53.351,0.4625,0,0
53.351,0.4625,0,0
45.365,0.46562,0,0
45.365,0.46562,4.3368e-19,0
39.429,0.46875,2.6021e-19,0
39.429,0.46875,0,0
35.083,0.47188,0,0
35.083,0.47188,0,0
31.95,0.475,0,0
31.95,0.475,0,0
29.724,0.47813,0,0
29.724,0.47813,0,0
28.167,0.48125,0,0
28.167,0.48125,4.3368e-19,0
27.094,0.48438,2.6021e-19,0
27.094,0.48438,0,0
26.365,0.4875,0,0
26.365,0.4875,4.3368e-19,0
25.878,0.49062,2.6021e-19,0
25.878,0.49062,0,0
25.557,0.49375,0,0
25.557,0.49375,0,0
25.348,0.49687,0,0
25.348,0.49687,4.3368e-19,0
25.215,0.5,2.6021e-19,0
25.215,0.5,0,0
25.13,0.50313,0,0
25.13,0.50313,4.3368e-19,0
25.078,0.50625,2.6021e-19,0
25.078,0.50625,4.3368e-19,0
25.046,0.50937,2.6021e-19,0
25.046,0.50937,0,0
25.027,0.5125,0,0
25.027,0.5125,4.3368e-19,0
25.016,0.51562,0,0
25.016,0.51562,0,0
25.009,0.51875,-5.2042e-19,0
25.009,0.51875,0,0
25.005,0.52188,-5.2042e-19,0
25.005,0.52188,-9.6296e-35,0
25.003,0.525,0,0
25.003,0.525,0,0
25.002,0.52812,-5.2042e-19,0
25.002,0.52812,0,0
25.001,0.53125,-5.2042e-19,0
25.001,0.53125,0,0
25,0.53438,-5.2042e-19,0
25,0.53438,0,0
25,0.5375,-5.2042e-19,0
25,0.5375,0,0
25,0.54062,-5.2042e-19,0
25,0.54062,0,0
25,0.54375,-5.2042e-19,0
25,0.54375,-9.6296e-35,0
25,0.54688,0,0
25,0.54688,0,0
25,0.55,-5.2042e-19,0
25,0.55,0,0
25,0.55313,-5.2042e-19,0
nan,0.55313,-5.2042e-19,0
nan,1,0,0
