"uh","Points:0","Points:1","Points:2"
1206.6,-0.43125,0,0
1206.6,-0.43125,0,0
1208.9,-0.42812,4.4235e-17,0
1208.9,-0.42812,0,0
1211.2,-0.425,0,0
1211.2,-0.425,0,0
1213.4,-0.42188,0,0
1213.4,-0.42188,0,0
1215.7,-0.41875,4.4235e-17,0
1215.7,-0.41875,0,0
1217.9,-0.41563,0,0
1217.9,-0.41563,0,0
1220.1,-0.4125,0,0
1220.1,-0.4125,0,0
1222.4,-0.40938,4.4235e-17,0
1222.4,-0.40938,0,0
1224.6,-0.40625,0,0
1224.6,-0.40625,0,0
1226.9,-0.40312,0,0
1226.9,-0.40312,0,0
1229.1,-0.4,0,0
1229.1,-0.4,0,0
1231.4,-0.39687,0,0
nan,-0.39687,0,0
nan,-0.4,0,0
1229.1,-0.4,0,0
1231.4,-0.39687,4.4235e-17,0
1231.4,-0.39687,0,0
1233.7,-0.39375,4.4235e-17,0
1233.7,-0.39375,0,0
1235.9,-0.39062,0,0
1235.9,-0.39062,0,0
1238.2,-0.3875,0,0
1238.2,-0.3875,0,0
1240.5,-0.38438,4.5103e-17,0
1240.5,-0.38438,-9.6296e-35,0
1242.8,-0.38125,4.4235e-17,0
nan,-0.38125,4.4235e-17,0
nan,-0.38438,0,0
1240.5,-0.38438,0,0
1242.8,-0.38125,0,0
1242.8,-0.38125,-7.8265e-32,0
1245.1,-0.37813,0,0
nan,-0.37813,0,0
nan,-0.38125,0,0
1242.8,-0.38125,0,0
1245.1,-0.37813,0,0
1245.1,-0.37813,0,0
1247.4,-0.375,0,0
1247.4,-0.375,0,0
1249.8,-0.37187,0,0
1249.8,-0.37187,0,0
1252.1,-0.36875,0,0
1252.1,-0.36875,0,0
1254.5,-0.36562,0,0
nan,-0.36562,0,0
nan,-0.36875,1.8939e-30,0
1252.1,-0.36875,1.8939e-30,0
1254.5,-0.36562,0,0
1254.5,-0.36562,0,0
1256.8,-0.3625,0,0
nan,-0.3625,0,0
nan,-0.36562,-7.8265e-32,0
1254.5,-0.36562,-7.8265e-32,0
1256.8,-0.3625,0,0
1256.8,-0.3625,1.8939e-30,0
1259.2,-0.35938,4.4235e-17,0
1259.2,-0.35938,0,0
1261.6,-0.35625,0,0
1261.6,-0.35625,1.8939e-30,0
1264,-0.35313,0,0
1264,-0.35313,1.8939e-30,0
1266.4,-0.35,0,0
nan,-0.35,0,0
nan,-0.35313,0,0
1264,-0.35313,0,0
1266.4,-0.35,0,0
1266.4,-0.35,-7.8265e-32,0
1268.9,-0.34688,0,0
nan,-0.34688,0,0
nan,-0.35,0,0
1266.4,-0.35,0,0
1268.9,-0.34688,0,0
1268.9,-0.34688,1.8939e-30,0
1271.3,-0.34375,4.4235e-17,0
1271.3,-0.34375,1.8939e-30,0
1273.8,-0.34062,-8.6736e-20,0
1273.8,-0.34062,0,0
1276.3,-0.3375,0,0
1276.3,-0.3375,0,0
1278.8,-0.33437,0,0
nan,-0.33437,0,0
nan,-0.3375,1.8939e-30,0
1276.3,-0.3375,1.8939e-30,0
1278.8,-0.33437,0,0
1278.8,-0.33437,0,0
1281.3,-0.33125,0,0
nan,-0.33125,0,0
nan,-0.33437,-7.8265e-32,0
1278.8,-0.33437,-7.8265e-32,0
1281.3,-0.33125,0,0
1281.3,-0.33125,0,0
1283.8,-0.32812,0,0
1283.8,-0.32812,1.8939e-30,0
1286.4,-0.325,-8.6736e-20,0
1286.4,-0.325,1.8939e-30,0
1288.9,-0.32188,0,0
1288.9,-0.32188,1.8939e-30,0
1291.5,-0.31875,0,0
nan,-0.31875,0,0
nan,-0.32188,0,0
1288.9,-0.32188,0,0
1291.5,-0.31875,0,0
1291.5,-0.31875,-7.8265e-32,0
1294.1,-0.31563,0,0
nan,-0.31563,0,0
nan,-0.31875,0,0
1291.5,-0.31875,0,0
1294.1,-0.31563,0,0
1294.1,-0.31563,0,0
1296.7,-0.3125,0,0
1296.7,-0.3125,1.8939e-30,0
1299.3,-0.30937,-8.6736e-20,0
1299.3,-0.30937,1.8939e-30,0
1302,-0.30625,0,0
1302,-0.30625,0,0
1304.6,-0.30312,0,0
nan,-0.30312,0,0
nan,-0.30625,1.8939e-30,0
1302,-0.30625,1.8939e-30,0
1304.6,-0.30312,0,0
1304.6,-0.30312,-7.8265e-32,0
1307.3,-0.3,0,0
nan,-0.3,0,0
nan,-0.30312,0,0
1304.6,-0.30312,0,0
1307.3,-0.3,0,0
1307.3,-0.3,1.8939e-30,0
1310,-0.29688,4.4235e-17,0
1310,-0.29688,1.8939e-30,0
1312.7,-0.29375,-8.6736e-20,0
1312.7,-0.29375,1.8939e-30,0
1315.4,-0.29063,0,0
1315.4,-0.29063,1.8939e-30,0
1318.2,-0.2875,0,0
nan,-0.2875,0,0
nan,-0.29063,0,0
1315.4,-0.29063,0,0
1318.2,-0.2875,0,0
1318.2,-0.2875,0,0
1320.9,-0.28438,0,0
nan,-0.28438,0,0
nan,-0.2875,-7.8265e-32,0
1318.2,-0.2875,-7.8265e-32,0
1320.9,-0.28438,0,0
1320.9,-0.28438,0,0
1323.7,-0.28125,0,0
1323.7,-0.28125,1.8939e-30,0
1326.5,-0.27812,-8.6736e-20,0
1326.5,-0.27812,1.8939e-30,0
1329.3,-0.275,0,0
1329.3,-0.275,1.8939e-30,0
1332.1,-0.27187,0,0
nan,-0.27187,0,0
nan,-0.275,0,0
1329.3,-0.275,0,0
1332.1,-0.27187,0,0
1332.1,-0.27187,-7.8265e-32,0
1334.9,-0.26875,0,0
1334.9,-0.26875,1.8939e-30,0
1337.7,-0.26562,4.4235e-17,0
1337.7,-0.26562,0,0
1340.6,-0.2625,0,0
1340.6,-0.2625,0,0
1343.4,-0.25938,0,0
1343.4,-0.25938,0,0
1346.3,-0.25625,4.4235e-17,0
nan,-0.25625,4.4235e-17,0
nan,-0.25938,0,0
1343.4,-0.25938,0,0
1346.3,-0.25625,0,0
1346.3,-0.25625,0,0
1349.2,-0.25313,0,0
1349.2,-0.25313,0,0
1352.1,-0.25,0,0
1352.1,-0.25,0,0
1354.9,-0.24688,0,0
1354.9,-0.24688,0,0
1357.8,-0.24375,0,0
1357.8,-0.24375,0,0
1360.7,-0.24062,4.4235e-17,0
1360.7,-0.24062,0,0
1363.5,-0.2375,4.4235e-17,0
1363.5,-0.2375,0,0
1366.4,-0.23438,4.4235e-17,0
1366.4,-0.23438,0,0
1369.2,-0.23125,0,0
1369.2,-0.23125,0,0
1372,-0.22813,4.4235e-17,0
1372,-0.22813,0,0
1374.7,-0.225,0,0
1374.7,-0.225,0,0
1377.4,-0.22187,4.4235e-17,0
1377.4,-0.22187,0,0
1380.1,-0.21875,0,0
1380.1,-0.21875,0,0
1382.6,-0.21563,0,0
1382.6,-0.21563,0,0
1385.1,-0.2125,0,0
1385.1,-0.2125,0,0
1387.4,-0.20937,0,0
1387.4,-0.20937,0,0
1389.7,-0.20625,4.4235e-17,0
1389.7,-0.20625,0,0
1391.7,-0.20312,4.4235e-17,0
1391.7,-0.20312,0,0
1393.6,-0.2,0,0
1393.6,-0.2,0,0
1395.2,-0.19688,4.4235e-17,0
1395.2,-0.19688,0,0
1396.5,-0.19375,4.4235e-17,0
1396.5,-0.19375,0,0
1397.5,-0.19062,4.4235e-17,0
1397.5,-0.19062,0,0
1398.1,-0.1875,4.4235e-17,0
1398.1,-0.1875,0,0
1398.2,-0.18438,0,0
1398.2,-0.18438,0,0
1397.7,-0.18125,4.4235e-17,0
1397.7,-0.18125,0,0
1396.5,-0.17812,0,0
1396.5,-0.17812,0,0
1394.5,-0.175,4.4235e-17,0
1394.5,-0.175,0,0
1391.5,-0.17188,4.4235e-17,0
1391.5,-0.17188,0,0
1387.4,-0.16875,0,0
1387.4,-0.16875,0,0
1381.8,-0.16563,4.4235e-17,0
1381.8,-0.16563,0,0
1374.5,-0.1625,4.4235e-17,0
1374.5,-0.1625,0,0
1365.3,-0.15937,0,0
1365.3,-0.15937,0,0
1353.6,-0.15625,0,0
1353.6,-0.15625,0,0
1339,-0.15313,-8.6736e-20,0
nan,-0.15313,-8.6736e-20,0
nan,0.55313,0,0
25,0.55313,0,0
25,0.55625,-5.2042e-19,0
25,0.55625,0,0
25,0.55937,-5.2042e-19,0
25,0.55937,0,0
25,0.5625,-5.2042e-19,0
25,0.5625,-9.6296e-35,0
25,0.56563,0,0
25,0.56563,0,0
25,0.56875,-5.2042e-19,0
25,0.56875,0,0
25,0.57187,-5.2042e-19,0
25,0.57187,0,0
25,0.575,-5.2042e-19,0
25,0.575,0,0
25,0.57812,-5.2042e-19,0
25,0.57812,0,0
25,0.58125,-5.2042e-19,0
25,0.58125,0,0
25,0.58438,-5.2042e-19,0
25,0.58438,0,0
25,0.5875,-5.2042e-19,0
25,0.5875,0,0
25,0.59062,-5.2042e-19,0
25,0.59062,0,0
25,0.59375,-5.2042e-19,0
25,0.59375,0,0
25,0.59688,-5.2042e-19,0
25,0.59688,0,0
25,0.6,-5.2042e-19,0
25,0.6,-4.414e-30,0
25,0.60312,0,0
25,0.60312,-4.414e-30,0
25,0.60625,0,0
25,0.60625,-4.414e-30,0
25,0.60938,0,0
25,0.60938,-4.414e-30,0
25,0.6125,0,0
25,0.6125,0,0
25,0.61563,-5.2042e-19,0
25,0.61563,0,0
25,0.61875,-5.2042e-19,0
25,0.61875,-4.414e-30,0
25,0.62187,0,0
25,0.62187,-4.414e-30,0
25,0.625,0,0
25,0.625,-4.414e-30,0
25,0.62813,0,0
25,0.62813,-4.414e-30,0
25,0.63125,0,0
25,0.63125,0,0
25,0.63437,-5.2042e-19,0
25,0.63437,-4.414e-30,0
25,0.6375,0,0
25,0.6375,0,0
25,0.64062,-5.2042e-19,0
25,0.64062,0,0
25,0.64375,-5.2042e-19,0
25,0.64375,-4.414e-30,0
25,0.64688,0,0
25,0.64688,0,0
25,0.65,-5.2042e-19,0
25,0.65,-4.414e-30,0
25,0.65312,0,0
25,0.65312,0,0
25,0.65625,-5.2042e-19,0
25,0.65625,-4.414e-30,0
25,0.65938,0,0
25,0.65938,0,0
25,0.6625,-5.2042e-19,0
25,0.6625,-4.414e-30,0
25,0.66562,0,0
25,0.66562,-4.414e-30,0
25,0.66875,0,0
25,0.66875,0,0
25,0.67188,-5.2042e-19,0
25,0.67188,0,0
25,0.675,-5.2042e-19,0
25,0.675,0,0
25,0.67813,-5.2042e-19,0
25,0.67813,-4.414e-30,0
25,0.68125,0,0
25,0.68125,-4.414e-30,0
25,0.68437,0,0
25,0.68437,-4.414e-30,0
25,0.6875,0,0
25,0.6875,0,0
25,0.69063,-5.2042e-19,0
25,0.69063,0,0
25,0.69375,-5.2042e-19,0
25,0.69375,0,0
25,0.69687,-5.2042e-19,0
25,0.69687,-4.414e-30,0
25,0.7,9.541e-18,0
25,0.7,0,0
25,0.70312,1.7347e-19,0
25,0.70312,-9.6296e-35,0
25,0.70625,1.0842e-17,0
nan,0.70625,1.0842e-17,0
nan,0.70312,0,0
25,0.70312,0,0
25,0.70625,1.7347e-19,0
25,0.70625,0,0
