"uh","Points:0","Points:1","Points:2"
1510.9,-0.00625,0,0
1510.9,-0.00625,0,0
1514.7,-0.003125,4.4235e-17,0
1514.7,-0.003125,0,0
1518.7,0,0,0
1518.7,-5.2042e-19,0,0
1522.6,0.003125,4.4235e-17,0
1522.6,0.003125,0,0
1526.6,0.00625,0,0
1526.6,0.00625,0,0
1530.6,0.009375,0,0
1530.6,0.009375,0,0
1534.6,0.0125,4.4235e-17,0
1534.6,0.0125,0,0
1538.7,0.015625,0,0
1538.7,0.015625,0,0
1542.8,0.01875,4.4235e-17,0
1542.8,0.01875,0,0
1546.9,0.021875,0,0
1546.9,0.021875,0,0
1551.1,0.025,4.4235e-17,0
1551.1,0.025,0,0
1555.3,0.028125,1.7347e-19,0
1555.3,0.028125,0,0
1559.6,0.03125,0,0
1559.6,0.03125,4.3368e-19,0
1563.9,0.034375,2.6021e-19,0
1563.9,0.034375,0,0
1568.2,0.0375,0,0
1568.2,0.0375,0,0
1572.5,0.040625,0,0
1572.5,0.040625,0,0
1576.9,0.04375,0,0
1576.9,0.04375,4.3368e-19,0
1581.3,0.046875,2.6021e-19,0
1581.3,0.046875,0,0
1585.8,0.05,0,0
1585.8,0.05,4.3368e-19,0
1590.3,0.053125,2.6021e-19,0
1590.3,0.053125,4.3368e-19,0
1594.8,0.05625,2.6021e-19,0
1594.8,0.05625,4.3368e-19,0
1599.4,0.059375,2.6021e-19,0
1599.4,0.059375,4.3368e-19,0
1604,0.0625,2.6021e-19,0
1604,0.0625,0,0
1608.7,0.065625,0,0
1608.7,0.065625,4.3368e-19,0
1613.4,0.06875,2.6021e-19,0
1613.4,0.06875,0,0
1618.2,0.071875,0,0
1618.2,0.071875,4.3368e-19,0
1622.9,0.075,2.6021e-19,0
1622.9,0.075,0,0
1627.8,0.078125,0,0
1627.8,0.078125,4.3368e-19,0
1632.6,0.08125,2.6021e-19,0
1632.6,0.08125,0,0
1637.6,0.084375,0,0
1637.6,0.084375,4.3368e-19,0
1642.5,0.0875,2.6021e-19,0
1642.5,0.0875,4.3368e-19,0
1647.5,0.090625,2.6021e-19,0
1647.5,0.090625,4.3368e-19,0
1652.6,0.09375,2.6021e-19,0
1652.6,0.09375,0,0
1657.7,0.096875,0,0
1657.7,0.096875,4.3368e-19,0
1662.9,0.1,2.6021e-19,0
1662.9,0.1,0,0
1668.1,0.10312,0,0
1668.1,0.10312,4.3368e-19,0
1673.3,0.10625,2.6021e-19,0
1673.3,0.10625,4.3368e-19,0
1678.6,0.10938,2.6021e-19,0
1678.6,0.10938,4.3368e-19,0
1684,0.1125,2.6021e-19,0
1684,0.1125,4.3368e-19,0
1689.4,0.11563,2.6021e-19,0
1689.4,0.11563,0,0
1694.8,0.11875,0,0
1694.8,0.11875,4.3368e-19,0
1700.3,0.12188,2.6021e-19,0
1700.3,0.12188,0,0
1705.9,0.125,0,0
1705.9,0.125,4.3368e-19,0
1711.5,0.12812,2.6021e-19,0
1711.5,0.12812,0,0
1717.2,0.13125,0,0
1717.2,0.13125,0,0
1723,0.13438,0,0
1723,0.13438,4.3368e-19,0
1728.8,0.1375,2.6021e-19,0
1728.8,0.1375,0,0
1734.6,0.14062,0,0
1734.6,0.14062,0,0
1740.5,0.14375,0,0
1740.5,0.14375,4.3368e-19,0
1746.5,0.14687,2.6021e-19,0
1746.5,0.14687,0,0
1752.5,0.15,0,0
1752.5,0.15,4.3368e-19,0
1758.6,0.15313,2.6021e-19,0
1758.6,0.15313,0,0
1764.8,0.15625,0,0
1764.8,0.15625,4.3368e-19,0
1771,0.15937,2.6021e-19,0
1771,0.15937,0,0
1777.3,0.1625,0,0
1777.3,0.1625,4.3368e-19,0
1783.7,0.16563,2.6021e-19,0
1783.7,0.16563,0,0
1790.2,0.16875,0,0
1790.2,0.16875,4.3368e-19,0
1796.7,0.17188,2.6021e-19,0
1796.7,0.17188,4.3368e-19,0
1803.2,0.175,2.6021e-19,0
1803.2,0.175,4.3368e-19,0
1809.9,0.17812,2.6021e-19,0
1809.9,0.17812,4.3368e-19,0
1816.6,0.18125,2.6021e-19,0
1816.6,0.18125,0,0
1823.4,0.18438,0,0
1823.4,0.18438,0,0
1830.3,0.1875,0,0
1830.3,0.1875,0,0
1837.3,0.19062,0,0
1837.3,0.19062,0,0
1844.3,0.19375,0,0
1844.3,0.19375,4.3368e-19,0
1851.5,0.19688,2.6021e-19,0
1851.5,0.19688,0,0
1858.7,0.2,0,0
1858.7,0.2,0,0
1866,0.20312,0,0
1866,0.20312,4.3368e-19,0
1873.3,0.20625,2.6021e-19,0
1873.3,0.20625,0,0
1880.8,0.20937,0,0
1880.8,0.20937,4.3368e-19,0
1888.4,0.2125,2.6021e-19,0
1888.4,0.2125,0,0
1896,0.21563,0,0
1896,0.21563,0,0
1903.8,0.21875,0,0
1903.8,0.21875,4.3368e-19,0
1911.6,0.22187,2.6021e-19,0
1911.6,0.22187,4.3368e-19,0
1919.6,0.225,2.6021e-19,0
1919.6,0.225,4.3368e-19,0
1927.6,0.22813,2.6021e-19,0
1927.6,0.22813,0,0
1935.8,0.23125,0,0
1935.8,0.23125,0,0
1944,0.23438,0,0
1944,0.23438,0,0
1952.4,0.2375,0,0
1952.4,0.2375,0,0
1960.9,0.24062,0,0
1960.9,0.24062,0,0
1969.4,0.24375,4.4235e-17,0
1969.4,0.24375,0,0
1978.1,0.24688,0,0
1978.1,0.24688,0,0
1986.9,0.25,0,0
1986.9,0.25,0,0
1995.9,0.25313,4.4235e-17,0
1995.9,0.25313,0,0
2004.9,0.25625,0,0
2004.9,0.25625,0,0
2014.1,0.25938,4.4235e-17,0
2014.1,0.25938,0,0
2023.4,0.2625,0,0
2023.4,0.2625,0,0
2032.8,0.26562,0,0
2032.8,0.26562,0,0
2042.4,0.26875,4.4235e-17,0
2042.4,0.26875,0,0
2052.1,0.27187,0,0
2052.1,0.27187,0,0
2062,0.275,4.4235e-17,0
2062,0.275,0,0
2072,0.27812,0,0
2072,0.27812,0,0
2082.1,0.28125,0,0
2082.1,0.28125,0,0
2092.4,0.28438,0,0
2092.4,0.28438,0,0
2102.8,0.2875,0,0
2102.8,0.2875,0,0
2113.4,0.29063,4.4235e-17,0
2113.4,0.29063,0,0
2124.2,0.29375,0,0
2124.2,0.29375,0,0
2135.1,0.29688,4.5103e-17,0
2135.1,0.29688,0,0
2146.2,0.3,4.4235e-17,0
2146.2,0.3,0,0
2157.4,0.30312,0,0
2157.4,0.30312,0,0
2168.8,0.30625,0,0
2168.8,0.30625,0,0
2180.4,0.30937,0,0
2180.4,0.30937,0,0
2192.1,0.3125,4.5103e-17,0
2192.1,0.3125,0,0
2203.9,0.31563,0,0
2203.9,0.31563,0,0
2215.8,0.31875,0,0
2215.8,0.31875,0,0
2227.8,0.32188,0,0
2227.8,0.32188,0,0
2239.7,0.325,0,0
2239.7,0.325,0,0
2251.5,0.32812,0,0
2251.5,0.32812,0,0
2263,0.33125,0,0
2263,0.33125,0,0
2274.1,0.33437,0,0
2274.1,0.33437,0,0
2284.5,0.3375,4.4235e-17,0
2284.5,0.3375,0,0
2293.9,0.34062,0,0
2293.9,0.34062,0,0
2301.9,0.34375,0,0
2301.9,0.34375,0,0
2308,0.34688,4.4235e-17,0
2308,0.34688,0,0
2311.6,0.35,0,0
2311.6,0.35,0,0
2312.1,0.35313,0,0
2312.1,0.35313,0,0
2308.7,0.35625,0,0
2308.7,0.35625,0,0
2300.6,0.35938,0,0
2300.6,0.35938,0,0
2286.8,0.3625,4.4235e-17,0
2286.8,0.3625,0,0
2266.4,0.36562,0,0
2266.4,0.36562,0,0
2238.5,0.36875,4.4235e-17,0
2238.5,0.36875,0,0
2202.2,0.37187,0,0
2202.2,0.37187,0,0
2156.8,0.375,4.5103e-17,0
2156.8,0.375,0,0
2101.7,0.37813,0,0
2101.7,0.37813,0,0
2036.7,0.38125,0,0
2036.7,0.38125,0,0
1961.5,0.38438,0,0
1961.5,0.38438,0,0
1876.5,0.3875,0,0
1876.5,0.3875,0,0
1782.3,0.39062,0,0
1782.3,0.39062,0,0
1679.8,0.39375,0,0
1679.8,0.39375,0,0
1570.3,0.39687,0,0
1570.3,0.39687,0,0
1455.3,0.4,0,0
1455.3,0.4,0,0
1336.6,0.40312,1.7347e-19,0
1336.6,0.40312,1.8939e-30,0
1216,0.40625,0,0
1216,0.40625,0,0
1095.7,0.40938,0,0
1095.7,0.40938,4.3368e-19,0
977.37,0.4125,2.6021e-19,0
977.37,0.4125,0,0
863.01,0.41563,0,0
863.01,0.41563,4.3368e-19,0
754.18,0.41875,2.6021e-19,0
754.18,0.41875,4.3368e-19,0
652.25,0.42188,2.6021e-19,0
652.25,0.42188,0,0
558.27,0.425,0,0
558.27,0.425,4.3368e-19,0
472.97,0.42812,2.6021e-19,0
472.97,0.42812,0,0
396.75,0.43125,0,0
396.75,0.43125,0,0
329.69,0.43437,0,0
329.69,0.43437,4.3368e-19,0
271.6,0.4375,2.6021e-19,0
271.6,0.4375,4.3368e-19,0
222.05,0.44063,2.6021e-19,0
222.05,0.44063,4.3368e-19,0
180.44,0.44375,2.6021e-19,0
180.44,0.44375,0,0
146.02,0.44688,0,0
146.02,0.44688,4.3368e-19,0
117.99,0.45,2.6021e-19,0
117.99,0.45,0,0
95.508,0.45312,0,0
95.508,0.45312,0,0
77.75,0.45625,0,0
77.75,0.45625,0,0
63.935,0.45937,0,0
63.935,0.45937,4.3368e-19,0
53.351,0.4625,2.6021e-19,0
53.351,0.4625,0,0
45.365,0.46562,0,0
45.365,0.46562,4.3368e-19,0
39.429,0.46875,2.6021e-19,0
39.429,0.46875,4.3368e-19,0
35.083,0.47188,2.6021e-19,0
35.083,0.47188,0,0
31.95,0.475,0,0
31.95,0.475,4.3368e-19,0
29.724,0.47813,2.6021e-19,0
29.724,0.47813,0,0
28.167,0.48125,0,0
28.167,0.48125,4.3368e-19,0
27.094,0.48438,2.6021e-19,0
27.094,0.48438,4.3368e-19,0
26.365,0.4875,2.6021e-19,0
26.365,0.4875,0,0
25.878,0.49062,0,0
25.878,0.49062,4.3368e-19,0
25.557,0.49375,2.6021e-19,0
25.557,0.49375,0,0
25.348,0.49687,0,0
25.348,0.49687,4.3368e-19,0
25.215,0.5,2.6021e-19,0
25.215,0.5,4.3368e-19,0
25.13,0.50313,2.6021e-19,0
25.13,0.50313,4.3368e-19,0
25.078,0.50625,2.6021e-19,0
25.078,0.50625,0,0
25.046,0.50937,0,0
25.046,0.50937,0,0
25.027,0.5125,0,0
25.027,0.5125,4.3368e-19,0
25.016,0.51562,0,0
25.016,0.51562,0,0
25.009,0.51875,-5.2042e-19,0
25.009,0.51875,0,0
25.005,0.52188,-5.2042e-19,0
25.005,0.52188,0,0
25.003,0.525,-5.2042e-19,0
25.003,0.525,0,0
25.001,0.52812,-5.2042e-19,0
25.001,0.52812,0,0
25.001,0.53125,-5.2042e-19,0
25.001,0.53125,-9.6296e-35,0
25,0.53438,0,0
25,0.53438,0,0
25,0.5375,-5.2042e-19,0
25,0.5375,0,0
25,0.54062,-5.2042e-19,0
25,0.54062,0,0
25,0.54375,-5.2042e-19,0
25,0.54375,0,0
25,0.54688,-5.2042e-19,0
25,0.54688,-9.6296e-35,0
25,0.55,0,0
25,0.55,0,0
25,0.55313,-5.2042e-19,0
25,0.55313,0,0
25,0.55625,-5.2042e-19,0
25,0.55625,0,0
25,0.55937,-5.2042e-19,0
25,0.55937,-9.6296e-35,0
25,0.5625,0,0
25,0.5625,-9.6296e-35,0
25,0.56563,0,0
25,0.56563,0,0
25,0.56875,-5.2042e-19,0
25,0.56875,-9.6296e-35,0
25,0.57187,0,0
25,0.57187,0,0
25,0.575,-5.2042e-19,0
25,0.575,-9.6296e-35,0
25,0.57812,0,0
25,0.57812,-9.6296e-35,0
25,0.58125,0,0
25,0.58125,0,0
25,0.58438,-5.2042e-19,0
25,0.58438,-9.6296e-35,0
25,0.5875,0,0
25,0.5875,0,0
25,0.59062,-5.2042e-19,0
25,0.59062,0,0
25,0.59375,-5.2042e-19,0
25,0.59375,-4.414e-30,0
25,0.59688,0,0
25,0.59688,0,0
25,0.6,-5.2042e-19,0
25,0.6,-4.414e-30,0
25,0.60312,0,0
25,0.60312,-4.414e-30,0
25,0.60625,0,0
25,0.60625,0,0
25,0.60938,-5.2042e-19,0
25,0.60938,-4.414e-30,0
25,0.6125,0,0
25,0.6125,-4.414e-30,0
25,0.61563,0,0
25,0.61563,0,0
25,0.61875,-5.2042e-19,0
25,0.61875,0,0
25,0.62187,-5.2042e-19,0
25,0.62187,0,0
25,0.625,-5.2042e-19,0
25,0.625,-4.414e-30,0
25,0.62813,0,0
25,0.62813,-4.414e-30,0
25,0.63125,0,0
25,0.63125,-4.414e-30,0
25,0.63437,0,0
25,0.63437,-4.414e-30,0
25,0.6375,0,0
25,0.6375,-4.414e-30,0
25,0.64062,0,0
25,0.64062,-4.414e-30,0
25,0.64375,0,0
25,0.64375,-4.414e-30,0
25,0.64688,0,0
25,0.64688,0,0
25,0.65,-5.2042e-19,0
25,0.65,0,0
25,0.65312,-5.2042e-19,0
25,0.65312,-4.414e-30,0
25,0.65625,0,0
25,0.65625,0,0
25,0.65938,-5.2042e-19,0
25,0.65938,0,0
25,0.6625,-5.2042e-19,0
25,0.6625,-4.414e-30,0
25,0.66562,0,0
25,0.66562,-4.414e-30,0
25,0.66875,0,0
25,0.66875,0,0
25,0.67188,-5.2042e-19,0
25,0.67188,0,0
25,0.675,-5.2042e-19,0
25,0.675,0,0
25,0.67813,-5.2042e-19,0
25,0.67813,-4.414e-30,0
25,0.68125,0,0
25,0.68125,0,0
25,0.68437,-5.2042e-19,0
25,0.68437,0,0
25,0.6875,-5.2042e-19,0
25,0.6875,0,0
25,0.69063,-5.2042e-19,0
25,0.69063,0,0
25,0.69375,-5.2042e-19,0
25,0.69375,-4.414e-30,0
25,0.69687,1.0408e-17,0
25,0.69687,0,0
25,0.7,1.7347e-19,0
25,0.7,-4.414e-30,0
25,0.70312,1.0842e-17,0
25,0.70312,-9.6296e-35,0
25,0.70625,1.0842e-17,0
nan,0.70625,1.0842e-17,0
nan,0.70312,0,0
25,0.70312,0,0
25,0.70625,1.7347e-19,0
25,0.70625,0,0
25,0.70938,1.7347e-19,0
nan,0.70938,1.7347e-19,0
nan,0.70625,-9.6296e-35,0
25,0.70625,-9.6296e-35,0
25,0.70938,1.0842e-17,0
25,0.70938,0,0
25,0.7125,1.7347e-19,0
nan,0.7125,1.7347e-19,0
nan,0.70938,-9.6296e-35,0
25,0.70938,-9.6296e-35,0
25,0.7125,1.0842e-17,0
25,0.7125,0,0
25,0.71562,1.7347e-19,0
nan,0.71562,1.7347e-19,0
nan,0.7125,-9.6296e-35,0
25,0.7125,-9.6296e-35,0
25,0.71562,1.0842e-17,0
25,0.71562,0,0
25,0.71875,1.7347e-19,0
25,0.71875,0,0
25,0.72188,1.7347e-19,0
nan,0.72188,1.7347e-19,0
nan,0.71875,-9.6296e-35,0
25,0.71875,-9.6296e-35,0
25,0.72188,1.0842e-17,0
25,0.72188,0,0
25,0.725,1.7347e-19,0
nan,0.725,1.7347e-19,0
nan,0.72188,-9.6296e-35,0
25,0.72188,-9.6296e-35,0
25,0.725,1.0842e-17,0
25,0.725,0,0
25,0.72812,-5.2042e-19,0
nan,0.72812,-5.2042e-19,0
nan,0.725,-9.6296e-35,0
25,0.725,-9.6296e-35,0
25,0.72812,9.541e-18,0
25,0.72812,0,0
25,0.73125,1.7347e-19,0
25,0.73125,0,0
25,0.73438,1.7347e-19,0
25,0.73438,0,0
25,0.7375,1.7347e-19,0
25,0.7375,0,0
25,0.74063,0,0
25,0.74063,0,0
25,0.74375,1.7347e-19,0
25,0.74375,0,0
25,0.74687,1.7347e-19,0
25,0.74687,0,0
25,0.75,1.7347e-19,0
25,0.75,0,0
25,0.75313,1.7347e-19,0
25,0.75313,0,0
25,0.75625,0,0
25,0.75625,4.4235e-17,0
25,0.75937,0,0
25,0.75937,0,0
25,0.7625,1.7347e-19,0
25,0.7625,0,0
25,0.76562,0,0
25,0.76562,4.4235e-17,0
25,0.76875,0,0
25,0.76875,0,0
25,0.77188,0,0
25,0.77188,4.4235e-17,0
25,0.775,0,0
25,0.775,0,0
25,0.77812,1.7347e-19,0
25,0.77812,0,0
25,0.78125,0,0
25,0.78125,0,0
25,0.78438,1.7347e-19,0
25,0.78438,0,0
25,0.7875,1.7347e-19,0
25,0.7875,0,0
25,0.79062,1.7347e-19,0
25,0.79062,0,0
25,0.79375,0,0
25,0.79375,0,0
25,0.79688,1.7347e-19,0
25,0.79688,4.4235e-17,0
25,0.8,0,0
25,0.8,0,0
25,0.80313,0,0
25,0.80313,0,0
25,0.80625,1.7347e-19,0
25,0.80625,0,0
25,0.80937,1.7347e-19,0
25,0.80937,0,0
25,0.8125,1.7347e-19,0
25,0.8125,0,0
25,0.81563,1.7347e-19,0
25,0.81563,0,0
25,0.81875,0,0
25,0.81875,0,0
25,0.82187,1.7347e-19,0
25,0.82187,0,0
25,0.825,0,0
25,0.825,0,0
25,0.82812,0,0
25,0.82812,0,0
25,0.83125,1.7347e-19,0
25,0.83125,0,0
25,0.83438,0,0
25,0.83438,0,0
25,0.8375,1.7347e-19,0
25,0.8375,0,0
25,0.84062,0,0
25,0.84062,0,0
25,0.84375,1.7347e-19,0
25,0.84375,4.4235e-17,0
25,0.84688,0,0
25,0.84688,0,0
25,0.85,0,0
25,0.85,0,0
25,0.85312,1.7347e-19,0
25,0.85312,0,0
25,0.85625,1.7347e-19,0
25,0.85625,0,0
25,0.85938,0,0
25,0.85938,0,0
25,0.8625,1.7347e-19,0
25,0.8625,0,0
25,0.86563,1.7347e-19,0
25,0.86563,4.4235e-17,0
25,0.86875,0,0
25,0.86875,0,0
25,0.87187,0,0
25,0.87187,0,0
25,0.875,0,0
25,0.875,4.4235e-17,0
25,0.87813,0,0
25,0.87813,0,0
25,0.88125,0,0
25,0.88125,4.4235e-17,0
25,0.88437,0,0
25,0.88437,0,0
25,0.8875,0,0
25,0.8875,0,0
25,0.89062,0,0
25,0.89062,4.4235e-17,0
25,0.89375,0,0
25,0.89375,0,0
25,0.89688,1.7347e-19,0
25,0.89688,0,0
25,0.9,1.7347e-19,0
25,0.9,0,0
25,0.90312,1.7347e-19,0
25,0.90312,0,0
25,0.90625,1.7347e-19,0
25,0.90625,4.4235e-17,0
25,0.90938,0,0
25,0.90938,0,0
25,0.9125,0,0
25,0.9125,0,0
25,0.91562,1.7347e-19,0
25,0.91562,0,0
25,0.91875,0,0
25,0.91875,0,0
25,0.92188,1.7347e-19,0
25,0.92188,0,0
25,0.925,1.7347e-19,0
25,0.925,0,0
25,0.92813,0,0
25,0.92813,0,0
25,0.93125,1.7347e-19,0
25,0.93125,0,0
25,0.93437,0,0
25,0.93437,0,0
25,0.9375,0,0
25,0.9375,0,0
25,0.94063,1.7347e-19,0
25,0.94063,0,0
25,0.94375,1.7347e-19,0
25,0.94375,0,0
25,0.94687,1.7347e-19,0
25,0.94687,0,0
25,0.95,0,0
25,0.95,0,0
25,0.95312,1.7347e-19,0
25,0.95312,0,0
25,0.95625,1.7347e-19,0
25,0.95625,0,0
25,0.95938,0,0
25,0.95938,0,0
25,0.9625,1.7347e-19,0
25,0.9625,0,0
25,0.96562,1.7347e-19,0
25,0.96562,0,0
25,0.96875,1.7347e-19,0
25,0.96875,4.4235e-17,0
25,0.97188,0,0
25,0.97188,0,0
25,0.975,0,0
25,0.975,0,0
25,0.97812,1.7347e-19,0
25,0.97812,0,0
25,0.98125,1.7347e-19,0
25,0.98125,0,0
25,0.98438,0,0
25,0.98438,0,0
25,0.9875,1.7347e-19,0
25,0.9875,0,0
25,0.99063,1.7347e-19,0
25,0.99063,4.4235e-17,0
25,0.99375,0,0
25,0.99375,0,0
25,0.99687,0,0
25,0.99687,0,0
25,1,0,0
