time,pt1,pt2,pt3,pt4,pt5,max_val,L,W,Z
100.198339411244,211.3469889133087,211.66279063613248,211.84699833583977,211.8653022256873,211.7245638382498,2991.2608400355143,0.5977022644891421,0.1581243758972522,0.0790592060550007
100.198389411244,211.34682652203725,211.66250519569692,211.84668252981487,211.8649732880598,211.72423087573264,2335.160266409719,0.5397716185912516,0.1531324194714293,0.0716198069116758
100.199389411244,211.39534948996817,211.65686842483888,211.8403710649124,211.8583975177982,211.71757402287625,3021.1872718529944,0.9130042657693528,0.1600436307882596,0.0845718800162588
100.199439411244,211.3979117251733,211.6565867744681,211.84005550330917,211.85806873674284,211.717241186229,2371.186285459668,0.8773300095294854,0.1571888252327535,0.0787321622104584
100.200439411244,211.726564394062,211.6514441685001,211.83374886276957,211.85149611274733,211.71058686742975,3045.262196307992,0.9585975022658076,0.1785803580515683,0.0914853250093655
100.200489411244,211.7437201306344,211.6511883183782,211.8334335422125,211.851167489042,211.71025415752715,2414.7654282234425,0.9364255131992532,0.1728752684803883,0.0857580371358113
100.201489411244,212.93757622362577,211.64817892558636,211.82713114054616,211.8445980242642,211.70360239280345,3068.631797421692,0.9809979542313848,0.1988208896409032,0.0967432451000165
100.201539411244,212.99947472402775,211.6480339319725,211.8268160304102,211.84426955855,211.7032698106529,2452.322358275731,0.9638628405882764,0.1933006584211588,0.0907323146288077
100.202539411244,216.0505193811535,211.65161902054052,211.82051536543028,211.83770328237503,211.69662062689807,3092.13422869189,0.999627851969408,0.2177584721808294,0.1017509430896756
100.202589411244,216.2077576608077,211.6518150416724,211.82020033570475,211.8373749761652,211.6962881738617,2473.017784687564,0.9818951780092112,0.2120581601498138,0.0956453232608136
100.203589411244,222.39894045556312,211.6714229882201,211.8138945581159,211.83081199872265,211.6896416070163,3112.189132620645,1.0052717324891436,0.2316244074626836,0.1076102197612923
100.203639411244,222.71637909237523,211.6724437593366,211.8135792554127,211.83048385773128,211.68930928491292,2500.3419884533587,0.9913380375201128,0.226509217929825,0.1016855167617101
100.204639411244,233.3093358588137,211.7245387932735,211.8072564246401,211.8239244499127,211.68266537194123,3123.6793396146118,1.01881163352381,0.2458824761009019,0.112579270260975
100.204689411244,233.8499951342632,211.7272247395668,211.8069402396739,211.82359648808512,211.6823331826197,2506.599513829673,1.0024475196846545,0.2409434985733444,0.1068018913112869
100.205689411244,249.73742208937912,211.83656567815223,211.800591278626,211.81704102809996,211.67569194792105,3136.680377860369,1.0194389974222002,0.2559511614039055,0.1158290417119725
100.205739411244,250.54501124052112,211.84217476545143,211.8002737663191,211.81671326458613,211.67535989256817,2527.384174741342,1.0044364221481057,0.2513630910417996,0.1106728779836931
100.206739411244,271.9262130490508,212.0417432931192,211.7939185557672,211.8101618078484,211.66872136321783,3142.810667589412,1.029687538578558,0.2665558872167773,0.1184968258498402
100.206789411244,273.0089212528597,212.05194417433896,211.79360078529425,211.80983424454428,211.66838944319815,2528.4405390708466,1.0172834152748935,0.261967101700557,0.1133574150603015
100.207789411244,299.2679709883275,212.38140879396087,211.7873394800251,211.80328553195665,211.66175375166225,3155.2184802700576,1.0277113484744624,0.2748958506746202,0.1207956858583068
100.207839411244,300.59291298480707,212.3982005082678,211.7870266621657,211.80295810254256,211.66142197387524,2546.334514551392,1.0153890039061435,0.2705149641590445,0.115738070005585
100.208839411244,330.40466816816706,212.90114498104447,211.7811164952853,211.7964080560988,211.65478959536367,3152.859108501405,1.036912649908272,0.2831039141923084,0.1226083598927461
100.208889411244,331.9038025063297,212.92671549507125,211.78082188321403,211.7960805496162,211.65445798444205,2541.1132011695104,1.0242722927091985,0.2788343533178776,0.1176855885863744
100.209889411244,363.5549729209458,213.6470948185287,211.7757714101966,211.78952062444196,211.64783010000127,3170.0516060494,1.0327603032239954,0.2891824020508013,0.1244868415344597
100.209939411244,365.1417299471141,213.68364208549832,211.7755210512356,211.78919260264396,211.64749871676136,2560.439400315848,1.0217540032228092,0.2850083406443515,0.1196382780753122
100.210939411244,396.8794408569853,214.6620179607884,211.7721875756684,211.78260861278068,211.640877613718,3163.3305953411086,1.042301271582472,0.2959986071497151,0.1259618365531001
100.210989411244,398.4661798991646,214.7115612742612,211.77202518686823,211.7822793526921,211.6405465752493,2552.1932800500394,1.0294194776255043,0.291907758434319,0.1211099723204486
100.211989411244,428.79917871962334,215.98163987975173,211.7716988636149,211.77565145776487,211.63393593179956,3175.770124552839,1.0366554109487232,0.3007331163614298,0.1272528326361928
100.212039411244,430.3120909030653,216.04584757177705,211.77169000151304,211.7753199539333,211.63360542538285,2568.379880327441,1.025559282031501,0.2968148746981873,0.1224851276332343
100.213039411244,458.1613833136752,217.63173937203663,211.7761500357657,211.7686243555784,211.6270103067421,3168.482056716552,1.0463763897183949,0.3063280303955176,0.1283100713298798
100.213089411244,459.5475924382432,217.7117935879621,211.77638483675315,211.7682894090836,211.62668058893203,2559.0064741659444,1.033441955775671,0.3024560087404134,0.1235096833742423
100.214089411244,484.2612154600438,219.62626568718505,211.78791788223788,211.76150201991,211.62010701910933,3182.348263164982,1.0401708741296107,0.3099779334884756,0.129265438441396
100.214139411244,485.4891885096901,219.72277740454277,211.78851189042751,211.7611624265602,211.61977839328333,2575.304750565842,1.02888995859464,0.3061999602032172,0.1245787135510108
100.215139411244,506.8069741649749,221.9666109883077,211.8098887129809,211.754264429552,211.6132324463355,3177.442719946689,1.049863633023421,0.3150865425688898,0.1302310937622607
