time,pt1,pt2,pt3,pt4,pt5,max_val,W,L,Z
190.395678822486,205.01150152949464,205.38367488740735,205.56565146292,205.57457984471424,205.4328953416672,2976.027676249327,0.1578517195563251,0.5865955753285331,0.0786052297998535
190.395728822486,205.0112434170015,205.38338082469664,205.5653439716446,205.5742676755476,205.4325820849516,2333.6102859085377,0.1526393824492319,0.5312231930856485,0.0707545148992767
190.396728822486,205.00621748486896,205.3775040640849,205.55919637927,205.5680254639726,205.4263177552983,3004.9061292537003,0.1606419443462838,0.9056125496485627,0.0845295417479439
190.396778822486,205.00596654520427,205.37721023729915,205.55888900523587,205.56771335632465,205.4260045408285,2370.3251134271577,0.1570051976798207,0.8708432408351625,0.0787062295055395
190.397778822486,205.0019258695669,205.3713388103334,205.55274377206536,205.56147238632545,205.41974106610527,3023.324493451882,0.1779642645107969,0.9533999562147236,0.0908090972284676
190.397828822486,205.00172639009327,205.3710452518368,205.5524365160274,205.56116034078423,205.41942789440705,2406.047184704839,0.1723285339251315,0.9331886571297372,0.0850026919678896
190.398828822486,205.0018579722528,205.36518244610232,205.54629365813088,205.55492062414493,205.4131652851731,3043.9888188463788,0.1985479052719089,0.9791347886113272,0.0965118342525147
190.398878822486,205.00187525620927,205.36488932714585,205.5459865208951,205.55460864129984,205.41285215677453,2432.5946595200103,0.1927974685915484,0.9640341226495512,0.0904033240169347
190.399878822486,205.01446604792991,205.35904776081532,205.5398460584247,205.54837018984867,205.4065904236365,3079.7703790584096,0.2166957764093487,0.9961147709361694,0.1012829374665157
190.399928822486,205.0151272274024,205.35875573612344,205.5395390410092,205.5480582702912,205.40627733906797,2466.680527536619,0.211085789049808,0.9793020773509802,0.0950776669429012
190.400928822486,205.05687148994,205.35297321041284,205.5334010082804,205.54182109601035,205.4000164926852,3085.690953863388,0.2312770125783097,1.004450615449096,0.1074414631353212
190.400978822486,205.05903204479537,205.35268423376488,205.5330941124371,205.54150924033996,205.39970345247983,2479.708251078013,0.2263505755709573,0.9922085787572656,0.1014248393790453
190.401978822486,205.15776633697695,205.34705420611988,205.526958587183,205.53527335570328,205.39344350357464,3111.9966304269083,0.2450439372884223,1.0141558545100555,0.1123022598491478
190.402028822486,205.16284523151603,205.3467730900383,205.52665181690887,205.5349615645449,205.39313050826863,2501.8830714337864,0.2401015050271957,0.9999286842145424,0.1064024418366822
190.403028822486,205.3586268567086,205.3414938183448,205.52051899733044,205.5287269832084,205.38687146762436,3114.1664861213817,0.2561011268701303,1.0185715245544449,0.1158360995704722
190.403078822486,205.36865629822907,205.3412307366148,205.5202123628408,205.5284152572478,205.38655851775707,2508.366858504034,0.2512811824688984,1.0050553532725852,0.1105950661204091
190.404078822486,205.7126221751928,205.33667343065744,205.5140827499136,205.52218199493515,205.38030039617053,3133.529453598801,0.2666062123324993,1.026019849319259,0.1184391791936251
190.404128822486,205.73018518418743,205.33644737112883,205.51377627702135,205.5218703349637,205.37998749228183,2524.3155950358805,0.261895003570258,1.014159948184309,0.1132473215362536
190.405128822486,206.281267765484,205.33323865532455,205.5076510591333,205.51563840968265,205.37373030045055,3132.845576448907,0.2757527609893422,1.0274061192445794,0.1212061672863407
190.405178822486,206.3093289168372,205.33308157595664,205.5073448089853,205.5153268166061,205.37341744307517,2526.9077226711734,0.2712328662876505,1.0162360621004418,0.1160907798138101
190.406178822486,207.12939693779853,205.33219090375732,205.50122658674135,205.5090962462841,205.36716119148628,3144.453056463537,0.2837177175237829,1.0328647700206337,0.1230660021964045
190.406228822486,207.17105577973769,205.3321521129517,205.5009206928996,205.50878472099805,205.36684838114783,2537.4828236224653,0.2794333774297534,1.021966055489631,0.1180833688419467
190.407228822486,208.3193142872941,205.33497198619543,205.4948147080309,205.50255551563188,205.36059308021493,3145.8584278372755,0.2907167877527,1.0327381448615798,0.1250470664846257
190.407278822486,208.37752373750496,205.3351221339013,205.49450943915576,205.50224405861556,205.36028031743416,2539.726209179361,0.2863118609389971,1.0231335134141035,0.1200916119838174
190.408278822486,209.9050182654336,205.34352879043277,205.488425467084,205.49601620374568,205.35402597834627,3152.7433862943394,0.2973820330038513,1.037931528948144,0.1265065520281107
190.408328822486,209.98231019881592,205.3439628533332,205.4881213231772,205.4957048142138,205.3537132636845,2546.860106455947,0.2932098409808849,1.0266846185728895,0.1216379601444649
190.409328822486,211.9273096809841,205.3603473262476,205.48207634518604,205.4894782435711,205.3474599005754,3154.3453482650984,0.3028138459694059,1.0366499829248814,0.1278792127621051
190.409378822486,212.0255662740151,205.36118608805776,205.4817741930804,205.48916691808063,205.34714723474696,2548.5034809583285,0.2987243529937765,1.0269315565375896,0.1230554627093806
190.410378822486,214.41035177524336,205.38844943339384,205.4757958837049,205.4829414759193,205.3408948687232,3160.857347136603,0.3081240258801384,1.0417836615803275,0.1289809092982999
190.410428822486,214.53064834876025,205.3898391597235,205.47549713337972,205.48263020646124,205.3405822528009,2554.957530569099,0.3041339367088719,1.0303737037402376,0.1241701441282463
190.411428822486,217.36001285751104,205.43135020934452,205.4696280945656,205.47640560415925,205.3343309179841,3159.6140949090945,0.3124296956953875,1.040078536459291,0.1299650595800985
190.411478822486,217.50254698169903,205.43346044593196,205.4693349126156,205.4760943759765,205.33401835370648,2554.683801347079,0.3083987952265944,1.0302071565511493,0.1252205403890276
190.412478822486,220.7640253488549,205.49297879054572,205.463637477584,205.4698701522528,205.32776810474735,3170.227589091491,0.317174462661597,1.0450504989180742,0.1309759586133104
